,Unnamed: 0,deputado_id,nome,idLegislaturaFinal,nomeCivil,siglaSexo,ufNascimento,municipioNascimento,betweenness_centrality
57,3726,74383,Giacobo,56,FERNANDO LUCIO GIACOBO,M,PR,Pato Branco,0.0
58,3741,74398,Maria do Rosario,56,MARIA DO ROSARIO NUNES,F,RS,Veranopolis,0.0
59,3742,74399,Onyx Lorenzoni,56,ONYX DORNELLES LORENZONI,M,RS,Porto Alegre,0.0
60,3743,74400,Paulo Pimenta,56,PAULO ROBERTO SEVERO PIMENTA,M,RS,Santa Maria,0.000536713787355515
61,3762,74419,Gonzaga Patriota,56,LUIZ GONZAGA PATRIOTA,M,PE,Sertania,0.0
62,3782,74439,Wolney Queiroz,56,WOLNEY QUEIROZ MACIEL,M,PE,Caruaru,0.0
63,3802,74459,Atila Lira,56,ATILA FREITAS LIRA,M,PI,Piripiri,0.0
64,3810,74467,Damiao Feliciano,56,DAMIAO FELICIANO DA SILVA,M,PB,Campina Grande,0.0
65,3814,74471,Andre de Paula,56,ANDRE CARLOS ALVES DE PAULA FILHO,M,PE,Recife,0.0
66,3821,74478,Luciano Bivar,56,LUCIANO CALDAS BIVAR,M,PE,Recife,0.0
67,3861,74537,Claudio Cajado,56,CLAUDIO CAJADO SAMPAIO,M,BA,Salvador,0.0
68,3878,74554,Jose Rocha,56,JOSE ALVES ROCHA,M,BA,Coribe,0.0
69,3895,74571,Nelson Pellegrino,56,NELSON VICENTE PORTELA PELLEGRINO,M,BA,Salvador,0.0
70,3898,74574,Paulo Magalhaes,56,PAULO SERGIO PARANHOS DE MAGALHAES,M,BA,Salvador,5.93939866022745e-06
71,3909,74585,Lincoln Portela,56,LINCOLN DINIZ PORTELA,M,MG,Belo Horizonte,0.0
72,3934,74646,Aecio Neves,56,AECIO NEVES DA CUNHA,M,MG,Belo Horizonte,0.004948337764982121
73,3943,74655,Eduardo Barbosa,56,EDUARDO LUIZ BARROS BARBOSA,M,MG,Para de Minas,0.0
74,3981,74693,Rodrigo Maia,56,RODRIGO FELINTO IBARRA EPITACIO MAIA,M,,Santiago,0.0
75,4003,74749,Mauro Lopes,56,MAURO RIBEIRO LOPES,M,MG,Entre Folhas,0.0
76,4038,74784,Luiza Erundina,56,LUIZA ERUNDINA DE SOUSA,F,PB,Uirauna,0.0
78,4091,74848,Jandira Feghali,56,JANDIRA FEGHALI,F,PR,Curitiba,0.0027203833668658717
79,4107,75431,Mauricio Dziedricki,56,MAURICIO ALEXANDRE DZIEDRICKI,M,PR,Curitiba,0.0
80,4110,76874,Marcelo Freixo,56,MARCELO RIBEIRO FREIXO,M,RJ,Niteroi,0.0
81,4114,81055,Marcio Jerry,56,MARCIO JERRY SARAIVA BARROSO,M,MA,Colinas,0.0
82,4116,81297,Dra. Soraya Manato,56,SORAYA DE SOUZA MANNATO,F,ES,Linhares,0.0
83,4123,90201,Pedro Augusto Bezerra,56,PEDRO AUGUSTO GEROMEL BEZERRA DE MENEZES,M,CE,Juazeiro do Norte,3.0301799658397255e-05
84,4124,90842,Santini,56,RONALDO SANTINI,M,RS,Lagoa Vermelha,0.0
85,4126,92102,Leur Lomanto Junior,56,LEUR ANTONIO DE BRITTO LOMANTO JUNIOR,M,BA,Salvador,0.0
86,4127,92346,Eduardo Bolsonaro,56,EDUARDO NANTES BOLSONARO,M,RJ,Rio de Janeiro,0.0
87,4129,92699,Fernando Monteiro,56,FERNANDO MONTEIRO DE ALBUQUERQUE,M,PE,Recife,0.0
88,4130,92776,Stefano Aguiar,56,STEFANO AGUIAR DOS SANTOS,M,MG,Belo Horizonte,0.0
89,4131,93083,Caca Leao,56,CARLOS FELIPE VAZQUEZ DE SOUZA LEAO,M,BA,Salvador,0.0
90,4136,98057,Lafayette de Andrada,56,LAFAYETTE LUIZ DOORGAL DE ANDRADA,M,MG,Belo Horizonte,0.004951701744018089
91,4141,107283,Gleisi Hoffmann,56,GLEISI HELENA HOFFMANN,F,PR,Curitiba,0.0
92,4142,108338,Jaqueline Cassol,56,DIRLAINE JAQUELINE CASSOL,F,SC,Sao Miguel do Oeste,0.0
93,4145,109429,Benes Leocadio,56,LUIZ BENES LEOCADIO DE ARAUJO,M,RN,Santana do Matos,0.0
94,4146,112437,Joao Marcelo Souza,56,JOAO MARCELO SANTOS SOUZA,M,MA,Sao Luis,0.0
95,4150,115746,Gelson Azevedo,56,GELSON DE AZEVEDO ALMEIDA,M,RJ,Campos dos Goytacazes,0.0
96,4152,116379,Darci de Matos,56,DARCI DE MATOS,M,PR,Cafelandia,0.0
97,4157,121948,Adriano do Baldy,56,ADRIANO ANTONIO AVELAR,M,GO,Goias,0.0
98,4158,122158,Pedro Paulo,56,PEDRO PAULO CARVALHO TEIXEIRA,M,RJ,Rio de Janeiro,0.002643000812063568
99,4160,122466,Ronaldo Martins,56,RONALDO MANCHADO MARTINS,M,SP,Sao Paulo,0.0
100,4161,122974,Pedro Lucas Fernandes,56,PEDRO LUCAS ANDRADE FERNANDES RIBEIRO,M,MA,Sao Luis,2.529746543955281e-05
102,6190,132504,Enio Verri,56,ENIO JOSE VERRI,M,PR,Maringa,0.0
103,6199,133439,Andre Figueiredo,56,ANDRE PEIXOTO FIGUEIREDO LIMA,M,CE,Fortaleza,0.0031156591645204344
104,6204,133810,Marcelo Moraes,56,MARCELO PIRES MORAES,M,RS,Porto Alegre,0.0
105,6333,133968,Paulo Ramos,56,Paulo Sergio Ramos Barboza,M,RJ,Rio de Janeiro,0.0006053800139587865
106,6366,134812,Edmilson Rodrigues,56,EDMILSON BRITO RODRIGUES,M,PA,Belem,0.0
107,6368,135054,Cristiano Vale,56,CRISTIANO DUTRA VALE,M,MG,Manhuacu,0.0
108,6372,136811,Afonso Hamm,56,JOSE ALFONSO EBERT HAMM,M,RS,Hulha Negra,0.00013795379558566594
109,6373,137070,Vicentinho Junior,56,VICENTE ALVES DE OLIVEIRA JUNIOR,M,GO,Goiania,0.0
110,6541,139285,Lidice da Mata,56,LIDICE DA MATA E SOUZA,F,BA,Cachoeira,0.0
111,6647,141335,Beto Faro,56,JOSE ROBERTO OLIVEIRA FARO,M,PA,Bujaru,0.0
112,6671,141391,Arnaldo Jardim,56,ARNALDO CALIL PEREIRA JARDIM,M,SP,Altinopolis,0.0
113,6678,141398,Carlos Zarattini,56,CARLOS ALBERTO ROLIM ZARATTINI,M,SP,Sao Paulo,0.0
114,6681,141401,Carlos Bezerra,56,CARLOS GOMES BEZERRA,M,MT,Chapada dos Guimaraes,0.0
115,6685,141405,Celso Maldaner,56,CELSO MALDANER,M,SC,Chapeco,0.0001938460243071119
116,6688,141408,Cleber Verde,56,CLEBER VERDE CORDEIRO MENDES,M,MA,Santa Luzia,0.0
