,Unnamed: 0,deputado_id,nome,idLegislaturaFinal,nomeCivil,siglaSexo,ufNascimento,municipioNascimento,betweenness_centrality
117,6691,141411,Dagoberto Nogueira,56,DAGOBERTO NOGUEIRA FILHO,M,SP,Sao Jose do Rio Preto,0.0
118,6697,141417,Edio Lopes,56,EDIO VIEIRA LOPES,M,SP,Presidente Epitacio,0.0
119,6701,141421,Eduardo da Fonte,56,EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA,M,PE,Recife,0.0
120,6702,141422,Efraim Filho,56,EFRAIM DE ARAUJO MORAIS FILHO,M,PB,Joao Pessoa,0.0005521255697272912
121,6707,141427,Fabio Ramalho,56,FABIO AUGUSTO RAMALHO DOS SANTOS,M,DF,Brasilia,0.0
122,6708,141428,Fabio Faria,56,FABIO SALUSTINO MESQUITA DE FARIA,M,RN,Natal,0.0
123,6711,141431,Fernando Coelho Filho,56,FERNANDO BEZERRA DE SOUZA COELHO FILHO,M,PE,Recife,0.0
124,6714,141434,Flaviano Melo,56,FLAVIANO FLAVIO BAPTISTA DE MELO,M,AC,Rio Branco,0.0
125,6719,141439,Chico D'Angelo,56,FRANCISCO JOSE D'ANGELO PINTO,M,RJ,Campos dos Goytacazes,0.0
126,6730,141450,Hugo Leal,56,HUGO LEAL MELO DA SILVA,M,MG,Ouro Fino,0.0
127,6738,141458,Joao Carlos Bacelar,56,JOAO CARLOS PAOLILO BACELAR FILHO,M,BA,Salvador,0.0
128,6739,141459,Joao Maia,56,JOAO DA SILVA MAIA,M,PB,Brejo do Cruz,0.0
129,6744,141464,Jose Airton Felix Cirilo,56,JOSE AIRTON FELIX CIRILO DA SILVA,M,CE,Aracati,0.0
130,6750,141470,Jose Guimaraes,56,JOSE NOBRE GUIMARAES,M,CE,Quixeramobim,0.0
131,6768,141488,Paulo Teixeira,56,LUIZ PAULO TEIXEIRA FERREIRA,M,SP,Aguas da Prata,0.0
132,6788,141508,Mauro Nazif,56,MAURO NAZIF RASUL,M,RJ,Barra do Pirai,0.0
133,6793,141513,Bilac Pinto,56,OLAVO BILAC PINTO NETO,M,RJ,Rio de Janeiro,0.0
134,6796,141516,Paulo Abi-Ackel,56,PAULO ABI-ACKEL,M,MG,Belo Horizonte,0.0
135,6798,141518,Paulo Pereira da Silva,56,PAULO PEREIRA DA SILVA,M,PR,Porecatu,0.0011996154570260821
136,6803,141523,Raul Henry,56,RAUL JEAN LOUIS HENRY JUNIOR,M,PE,Recife,0.0
137,6811,141531,Rodrigo de Castro,56,RODRIGO BATISTA DE CASTRO,M,MG,Vicosa,0.0
138,6831,141552,Valtenir Pereira,56,VALTENIR LUIZ PEREIRA,M,MT,Jaciara,0.0
139,6832,141553,Vanderlei Macris,56,VANDERLEI MACRIS,M,SP,Americana,0.0
140,6834,141555,Vinicius Carvalho,56,VINICIUS RAPOZO DE CARVALHO,M,RJ,Rio de Janeiro,0.0
141,6844,143084,Tiago Dimas,56,TIAGO BRAGA PEREIRA,M,MG,Uberaba,0.0
142,6847,143632,Domingos Neto,56,DOMINGOS GOMES DE AGUIAR NETO,M,CE,Fortaleza,0.0
143,6850,146307,Neri Geller,56,NERI GELLER,M,RS,Selbach,0.0
144,6853,146788,Marcelo Aro,56,MARCELO GUILHERME DE ARO FERREIRA,M,MG,Belo Horizonte,0.0
145,6862,150418,Marcio Marinho,56,MARCIO CARLOS MARINHO,M,RJ,Cabo Frio,0.0
146,6866,151208,Laercio Oliveira,56,LAERCIO JOSE DE OLIVEIRA,M,PE,Recife,0.0
147,6870,152605,Glauber Braga,56,GLAUBER DE MEDEIROS BRAGA,M,RJ,Nova Friburgo,0.0
148,6875,152610,Roberto Alves,56,BENEDITO ROBERTO ALVES FERREIRA,M,SP,Taubate,0.0
149,6879,154178,Milton Vieira,56,MILTON VIEIRA PINTO,M,SP,Iepe,0.0
150,6887,156190,Marcel van Hattem,56,MARCEL VAN HATTEM,M,RS,Sao Leopoldo,0.0
151,6889,157130,Tulio Gadelha,56,TULIO GADELHA SALES DE MELO,M,PE,Recife,0.0
152,6893,159237,Assis Carvalho,56,FRANCISCO DE ASSIS CARVALHO GONCALVES,M,PI,Oeiras,0.0
154,6909,160508,Afonso Florence,56,AFONSO BANDEIRA FLORENCE,M,BA,Salvador,0.0
155,6911,160510,Luis Tibe,56,LUIS HENRIQUE DE OLIVEIRA RESENDE,M,MG,Belo Horizonte,0.0
156,6912,160511,Alessandro Molon,56,ALESSANDRO LUCCIOLA MOLON,M,MG,Belo Horizonte,0.0
157,6913,160512,Aureo Ribeiro,56,AUREO LIDIO MOREIRA RIBEIRO,M,RJ,Duque de Caxias,0.0
159,6919,160518,Weliton Prado,56,WELITON FERNANDES PRADO,M,MG,Uberlandia,0.0
160,6922,160527,Aguinaldo Ribeiro,56,AGUINALDO VELLOSO BORGES RIBEIRO,M,PB,Campina Grande,0.0
161,6923,160528,Danilo Cabral,56,DANILO JORGE DE BARROS CABRAL,M,PE,Surubim,0.0
162,6926,160531,Jhonatan de Jesus,56,JOHNATHAN PEREIRA DE JESUS,M,RR,Boa Vista,0.0
163,6927,160532,Eli Correa Filho,56,ADRIANO ELI CORREA,M,SP,Sao Paulo,0.0
164,6929,160534,Lauriete,56,LAURIETE RODRIGUES DE JESUS,F,ES,Vila Velha,0.0
165,6930,160535,Marcon,56,DIONILSO MATEUS MARCON,M,RS,Ronda Alta,0.0
166,6933,160538,Bohn Gass,56,ELVINO JOSE BOHN GASS,M,RS,Santo Cristo,0.0
167,6936,160541,Arthur Lira,56,ARTHUR CESAR PEREIRA DE LIRA,M,AL,Maceio,0.0
168,6940,160545,Alexandre Leite,56,ALEXANDRE LEITE DA SILVA,M,SP,Sao Paulo,0.00041090398973124976
169,6947,160552,Danrlei de Deus Hinterholz,56,DANRLEI DE DEUS HINTERHOLZ,M,RS,Crissiumal,0.0
170,6948,160553,Antonio Brito,56,ANTONIO LUIZ PARANHOS RIBEIRO LEITE DE BRITO,M,BA,Salvador,0.0
171,6951,160556,Padre Joao,56,JOAO CARLOS SIQUEIRA,M,MG,Urucania,0.0
172,6953,160558,Paulo Freire Costa,56,PAULO ROBERTO FREIRE DA COSTA,M,SP,Sao Paulo,0.0
173,6954,160559,Alceu Moreira,56,ALCEU MOREIRA DA SILVA,M,RS,Osorio,0.0
174,6964,160569,Waldenor Pereira,56,WALDENOR ALVES PEREIRA FILHO,M,BA,Cacule,0.0
175,6965,160570,Jeronimo Goergen,56,JERONIMO PIZZOLOTTO GOERGEN,M,RS,Palmeira das Missoes,0.0
176,6970,160575,Erika Kokay,56,ERIKA JUCA KOKAY,F,CE,Fortaleza,0.0011913992161728287
177,6981,160587,Fabio Trad,56,FABIO RICARDO TRAD,M,MS,Campo Grande,0.0027057601308883637
178,6982,160588,Diego Andrade,56,DIEGO LEONARDO DE ANDRADE CARVALHO,M,MG,Belo Horizonte,0.0
179,6983,160589,Bruna Furlan,56,BRUNA DIAS FURLAN,F,SP,Barueri,0.0
181,6986,160592,Zeca Dirceu,56,JOSE CARLOS BECKER DE OLIVEIRA E SILVA,M,PR,Umuarama,0.0
182,6992,160598,Flavia Morais,56,FLAVIA CARREIRO ALBUQUERQUE MORAIS,F,MG,Belo Horizonte,0.0
183,6993,160599,Dimas Fabiano,56,DIMAS FABIANO TOLEDO JUNIOR,M,RJ,Macae,0.0
184,6994,160600,Arthur Oliveira Maia,56,ARTHUR DE OLIVEIRA MAIA DA SILVA,M,BA,Salvador,0.0
185,6995,160601,Pr. Marco Feliciano,56,MARCO ANTONIO FELICIANO,M,SP,Orlandia,0.0006683261130667445
186,6998,160604,Pedro Uczai,56,PEDRO FRANCISCO UCZAI,M,SC,Descanso,0.0
187,7004,160610,Valmir Assuncao,56,VALMIR CARLOS DA ASSUNCAO,M,BA,Itamaraju,0.0
188,7013,160619,Jose Nunes,56,JOSE NUNES SOARES,M,PE,Belem de Sao Francisco,0.0
190,7026,160632,Ze Silva,56,JOSE SILVA SOARES,M,MG,Iturama,0.00018109327847498605
191,7029,160635,Ruy Carneiro,56,RUY MANUEL CARNEIRO BARBOSA DE ACA BELCHIOR,M,PB,Joao Pessoa,0.0
192,7033,160639,Professora Dorinha Seabra Rezende,56,MARIA AUXILIADORA SEABRA REZENDE,F,GO,Goiania,0.0
193,7034,160640,Eros Biondini,56,EROS FERREIRA BIONDINI,M,MG,Belo Horizonte,0.0
194,7035,160641,Professora Marcivania,56,MARCIVANIA DO SOCORRO DA ROCHA FLEXA,F,AP,Macapa,0.0
195,7036,160642,Pastor Eurico,56,FRANCISCO EURICO DA SILVA,M,SP,Presidente Prudente,0.0
196,7039,160645,Luiz Carlos,56,LUIZ CARLOS GOMES DOS SANTOS JUNIOR,M,AP,Amapa,0.0
197,7045,160651,Rogerio Peninha Mendonca,56,ROGERIO MENDONCA,M,SC,Nova Trento,0.0
198,7047,160653,Roberto de Lucena,56,ROBERTO ALVES DE LUCENA,M,SP,Santa Isabel,0.0
199,7049,160655,Ricardo Izar,56,RICARDO IZAR JUNIOR,M,SP,Sao Paulo,0.0
200,7059,160665,Augusto Coutinho,56,AUGUSTO RODRIGUES COUTINHO DE MELO,M,PE,Recife,0.0
201,7060,160666,Felix Mendonca Junior,56,FELIX DE ALMEIDA MENDONCA JUNIOR,M,BA,Itabuna,0.0
202,7061,160667,Guilherme Mussi,56,GUILHERME MUSSI FERREIRA,M,PR,Curitiba,0.0
203,7063,160669,Genecias Noronha,56,GENECIAS MATEUS NORONHA,M,CE,Fortaleza,0.0
205,7067,160673,Giovani Cherini,56,GIOVANI CHERINI,M,RS,Soledade,0.0
206,7068,160674,Hugo Motta,56,HUGO MOTTA WANDERLEY DA NOBREGA,M,PB,Joao Pessoa,0.0
207,7075,160758,Domingos Savio,56,DOMINGOS SAVIO CAMPOS RESENDE,M,MG,Sao Tiago,0.0
208,7077,160976,Tiririca,56,FRANCISCO EVERARDO TIRIRICA OLIVEIRA SILVA,M,CE,Itapipoca,0.0
209,7078,161550,Emidinho Madeira,56,EMIDIO ALVES MADEIRA JUNIOR,M,MG,Nova Resende,0.0
210,7087,162332,Luiz Nishimori,56,LUIZ HILOSHI NISHIMORI,M,PR,Marialva,0.0
