idVotacao,voto,deputado_id,deputado_siglaPartido,pardido_id,deputado_siglaUf
1049075-6,1.0,178885,PEN,36761,MA
1049075-6,1.0,178918,PHS,36793,PE
1049075-6,-1.0,141478,PR,36814,DF
1049075-6,1.0,178894,PMDB,36800,MG
1049075-6,1.0,141480,PP,36809,TO
1049075-6,-1.0,178832,PV,36851,PR
1049075-6,-1.0,141562,PMDB,36800,ES
1049075-6,1.0,178825,PT,36844,AC
1049075-6,1.0,74254,PMDB,36800,RJ
1049075-6,1.0,74299,PROS,36763,CE
1049075-6,1.0,160663,PSB,36832,PR
1049075-6,-1.0,74277,PSDB,36835,SP
1049075-6,-1.0,178879,SD,36765,GO
1049075-6,1.0,178931,PSB,36832,PR
1049075-6,-1.0,73483,PP,36809,RS
1049075-6,1.0,141485,PTB,36845,RS
1049075-6,-1.0,73778,PSDB,36835,PR
1049075-6,1.0,178802,PSDC,36836,RJ
1049075-6,1.0,178955,PR,36814,RO
1049075-6,1.0,74041,PT,36844,PB
1049075-6,1.0,141487,PP,36809,MG
1049075-6,1.0,178982,PSB,36832,SP
1049075-6,1.0,162332,PR,36814,PR
1049075-6,1.0,74688,PT,36844,RJ
1049075-6,1.0,74784,PSB,36832,SP
1049075-6,1.0,178866,PT,36844,CE
1049075-6,-1.0,178867,PSL,36837,CE
1049075-6,-1.0,178826,PDT,36786,SP
1049075-6,-1.0,160565,PSDB,36835,SP
1049075-6,-1.0,160660,DEM,36769,SP
1049075-6,1.0,146788,PHS,36793,MG
1049075-6,1.0,74460,PMDB,36800,PI
1049075-6,-1.0,76287,PDT,36786,RJ
1049075-6,1.0,118594,PRB,36815,SP
1049075-6,1.0,178983,PR,36814,SP
1049075-6,-1.0,150418,PRB,36815,BA
1049075-6,1.0,133373,PT,36844,RS
1049075-6,-1.0,160536,PSDB,36835,SC
1049075-6,1.0,160535,PT,36844,RS
1049075-6,1.0,178880,PPS,36813,GO
1049075-6,-1.0,167722,PDT,36786,RO
1049075-6,1.0,178850,PMDB,36800,AM
1049075-6,1.0,171619,PT,36844,MG
1049075-6,1.0,74398,PT,36844,RS
1049075-6,-1.0,74158,PDT,36786,MG
1049075-6,1.0,178858,PP,36809,BA
1049075-6,1.0,181315,PMDB,36800,RJ
1049075-6,1.0,141507,PMDB,36800,SC
1049075-6,-1.0,124411,PMDB,36800,RS
1049075-6,-1.0,178827,PSDB,36835,ES
1049075-6,-1.0,74428,DEM,36769,PE
1049075-6,-1.0,178984,PSDB,36835,SP
1049075-6,1.0,178985,PR,36814,SP
1049075-6,1.0,74862,PROS,36763,RJ
1049075-6,-1.0,178895,DEM,36769,MG
1049075-6,1.0,178859,PT,36844,BA
1049075-6,-1.0,74457,DEM,36769,CE
1049075-6,-1.0,160567,PSDB,36835,RS
1049075-6,-1.0,73553,PTB,36845,SP
1049075-6,1.0,73781,PP,36809,PR
1049075-6,1.0,178896,PMDB,36800,MG
1049075-6,-1.0,166401,PSDB,36835,MT
1049075-6,-1.0,74352,PSDB,36835,PA
1049075-6,1.0,178986,PT,36844,SP
1049075-6,1.0,74359,PTB,36845,RO
1049075-6,-1.0,74752,PP,36809,MG
1049075-6,-1.0,74399,DEM,36769,RS
1049075-6,-1.0,180545,DEM,36769,PR
1049075-6,1.0,73463,PMDB,36800,PR
1049075-6,-1.0,141515,PSDB,36835,RJ
1049075-6,1.0,160556,PT,36844,MG
1049075-6,-1.0,74095,DEM,36769,AM
1049075-6,1.0,171617,PT,36844,AL
1049075-6,-1.0,141516,PSDB,36835,MG
1049075-6,1.0,160517,PSB,36832,ES
1049075-6,-1.0,160558,PR,36814,SP
1049075-6,1.0,74574,PSD,36834,BA
1049075-6,1.0,132056,PP,36809,SP
1049075-6,1.0,141488,PT,36844,SP
1049075-6,1.0,74812,PMDB,36800,GO
1049075-6,-1.0,178912,PSDB,36835,PB
1049075-6,1.0,74449,PTB,36845,MA
1049075-6,-1.0,178844,PSDB,36835,AL
1049075-6,-1.0,73486,PDT,36786,RS
1049075-6,1.0,160641,PT,36844,AP
1049075-6,1.0,178951,PROS,36763,RN
1049075-6,-1.0,74216,PSDB,36835,CE
1049075-6,1.0,74048,PPS,36813,PE
1049075-6,1.0,74161,PT,36844,MG
1049075-6,-1.0,178989,PTN,36848,SP
1049075-6,1.0,141527,PP,36809,RS
1049075-6,-1.0,160654,PP,36809,MG
1049075-6,-1.0,141472,PSDB,36835,SP
1049075-6,1.0,152610,PRB,36815,SP
1049075-6,-1.0,73674,PP,36809,GO
1049075-6,1.0,141529,PP,36809,BA
1049075-6,1.0,73805,PPS,36813,SP
1049075-6,1.0,178944,PRB,36815,RJ
1049075-6,-1.0,178840,PSDB,36835,AC
1049075-6,-1.0,141531,PSDB,36835,MG
1049075-6,1.0,178926,PSB,36832,PI
1049075-6,-1.0,141535,PSDB,36835,RN
1049075-6,1.0,160651,PMDB,36800,SC
1049075-6,1.0,160426,PSD,36834,DF
1049075-6,1.0,160515,PMDB,36800,SC
1049075-6,1.0,178861,PP,36809,BA
1049075-6,1.0,160637,PROS,36763,DF
1049075-6,-1.0,178845,PDT,36786,AL
1049075-6,-1.0,122466,PRB,36815,CE
1049075-6,1.0,163321,PTB,36845,RS
1049075-6,1.0,178870,PMDB,36800,DF
1049075-6,1.0,178945,PRB,36815,RJ
1049075-6,1.0,73466,PPS,36813,PR
1049075-6,-1.0,178887,PCdoB,36779,MA
1049075-6,1.0,160630,PT,36844,MT
1049075-6,-1.0,178990,PSDB,36835,SP
1049075-6,1.0,160621,PPS,36813,PR
1049075-6,1.0,178991,PRB,36815,SP
1049075-6,1.0,178933,PMDB,36800,PR
1049075-6,-1.0,178874,PDT,36786,ES
1049075-6,1.0,160613,PT,36844,AC
1049075-6,1.0,74765,PMDB,36800,MG
1049075-6,1.0,74356,PSD,36834,AM
1049075-6,1.0,4930,PSC,36833,PE
1049075-6,-1.0,73560,PSDB,36835,SP
1049075-6,1.0,73424,PP,36809,RJ
1049075-6,1.0,178911,PMDB,36800,PA
1049075-6,1.0,178946,PMDB,36800,RJ
1049075-6,1.0,178947,PSD,36834,RJ
1049075-6,-1.0,177282,PDT,36786,MG
1049075-6,1.0,178898,PSB,36832,MG
1049075-6,1.0,178901,PSB,36832,MS
1049075-6,1.0,160976,PR,36814,SP
1049075-6,1.0,160611,PP,36809,MG
1049075-6,-1.0,178863,PTC,36846,BA
1049075-6,1.0,160610,PT,36844,BA
1049075-6,1.0,113247,PT,36844,SP
1049075-6,1.0,141552,PROS,36763,MT
1049075-6,-1.0,141553,PSDB,36835,SP
1049075-6,1.0,178913,PMDB,36800,PB
1049075-6,1.0,160622,PT,36844,SP
1049075-6,1.0,74283,PT,36844,SP
1049075-6,1.0,137070,PSB,36832,TO
1049075-6,-1.0,178888,PV,36851,MA
1049075-6,-1.0,178992,PSDB,36835,SP
1049075-6,1.0,178869,PMDB,36800,CE
1049075-6,-1.0,137853,PCdoB,36779,MG
1049075-6,1.0,141558,PP,36809,MA
1049075-6,1.0,160631,PTB,36845,RJ
1049075-6,1.0,178952,PMDB,36800,RN
1049075-6,1.0,141560,PSD,36834,SP
1049075-6,1.0,160620,PMDB,36800,RJ
1049075-6,1.0,160518,PT,36844,MG
1049075-6,1.0,74043,PR,36814,PB
1049075-6,-1.0,167493,PDT,36786,MA
1049075-6,-1.0,141563,PV,36851,SP
1049075-6,1.0,160636,PTB,36845,PB
1049075-6,-1.0,73930,SD,36765,PA
1049075-6,1.0,178889,PT,36844,MA
1049075-6,-1.0,160632,SD,36765,MG
1049075-6,1.0,178923,PTB,36845,PE
1049075-6,1.0,178902,PT,36844,MS
1049075-6,1.0,178949,PR,36814,RN
1049167-8,1.0,178957,PDT,36786,RR
1049167-8,1.0,178914,PTB,36845,PE
1049167-8,1.0,178890,PT,36844,MG
1049167-8,1.0,178968,PTB,36845,SE
1049167-8,1.0,133374,PROS,36763,MG
1049167-8,1.0,141372,PR,36814,MG
1049167-8,1.0,160508,PT,36844,BA
1049167-8,1.0,178835,PDT,36786,RS
1049167-8,1.0,160527,PP,36809,PB
1049167-8,1.0,73579,DEM,36769,DF
1049167-8,1.0,160559,PMDB,36800,RS
1049167-8,1.0,160511,PT,36844,RJ
1049167-8,1.0,178972,PPS,36813,SP
1049167-8,1.0,160545,DEM,36769,SP
1049167-8,1.0,178833,PSD,36834,RJ
1049167-8,1.0,178936,PRP,36824,RJ
1049167-8,1.0,141454,PSDB,36835,PR
1049167-8,1.0,178846,PR,36814,AM
1049167-8,1.0,178927,PCdoB,36779,PR
1049167-8,1.0,178937,PR,36814,RJ
1049167-8,1.0,178973,PT,36844,SP
1049167-8,1.0,160551,PR,36814,PE
1049167-8,1.0,178831,PRB,36815,AP
1049167-8,1.0,133439,PDT,36786,CE
1049167-8,1.0,178882,PEN,36761,MA
1049167-8,1.0,160543,PSC,36833,SE
1049167-8,1.0,178974,PT,36844,SP
1049167-8,1.0,178837,PT,36844,AC
1049167-8,1.0,74212,PMDB,36800,CE
1049167-8,1.0,160553,PTB,36845,BA
1049167-8,1.0,141383,PRB,36815,SP
1049167-8,1.0,178950,PMN,36801,RN
1049167-8,1.0,73433,PT,36844,SP
1049167-8,1.0,73434,PTB,36845,SP
1049167-8,1.0,178847,PSDB,36835,AM
1049167-8,1.0,74378,PT,36844,PR
1049167-8,1.0,74090,PSD,36834,AM
1049167-8,1.0,74459,PSB,36832,PI
1049167-8,1.0,73655,SD,36765,DF
1049167-8,1.0,160665,SD,36765,PE
1049167-8,1.0,160512,SD,36765,RJ
1049167-8,1.0,69871,PTN,36848,BA
1049167-8,1.0,178975,PMDB,36800,SP
1049167-8,1.0,178834,PSB,36832,BA
1049167-8,1.0,74535,PTB,36845,BA
1049167-8,1.0,141335,PT,36844,PA
1049167-8,1.0,178948,PP,36809,RN
1049167-8,1.0,178906,PROS,36763,PA
1049167-8,1.0,141513,PR,36814,MG
1049167-8,1.0,160538,PT,36844,RS
1049167-8,1.0,160589,PSDB,36835,SP
1049167-8,1.0,141394,PSDB,36835,PE
1049167-8,1.0,178976,PSDB,36835,SP
1049167-8,1.0,105112,PMDB,36800,AP
1049167-8,1.0,93083,PP,36809,BA
1049167-8,1.0,178853,PT,36844,BA
1049167-8,1.0,178829,PR,36814,SP
1049167-8,1.0,178958,PHS,36793,RR
1049167-8,1.0,141401,PMDB,36800,MT
1049167-8,1.0,74474,PCdoB,36779,PE
1049167-8,1.0,74163,SD,36765,ES
1049167-8,1.0,178900,PMDB,36800,MS
1049167-8,1.0,141398,PT,36844,SP
1049167-8,1.0,164360,PPS,36813,SC
1049167-8,1.0,73568,PMDB,36800,RJ
1049167-8,1.0,141405,PMDB,36800,SC
1049167-8,1.0,72912,PMDB,36800,RJ
1049167-8,1.0,73441,PRB,36815,SP
1049167-8,1.0,178838,PSB,36832,AC
1049167-8,1.0,74171,PSOL,36839,RJ
1049167-8,1.0,141439,PT,36844,RJ
1049167-8,1.0,178841,PRTB,36829,AL
1049167-8,1.0,178939,PR,36814,RJ
1049167-8,1.0,178848,PP,36809,AM
1049167-8,1.0,178963,PP,36809,RS
1049167-8,1.0,74467,PDT,36786,PB
1049167-8,1.0,178892,PMN,36801,MG
1049167-8,1.0,178916,PSDB,36835,PE
1049167-8,1.0,144523,PMDB,36800,GO
1049167-8,1.0,62881,PMDB,36800,CE
1049167-8,1.0,160552,PSD,36834,RS
1049167-8,1.0,73891,PMDB,36800,RS
1049167-8,1.0,141413,PT,36844,SC
1049167-8,1.0,178908,PSD,36834,PA
1049167-8,1.0,178893,PTN,36848,MG
1049167-8,1.0,164359,PSDB,36835,GO
1049167-8,1.0,178929,PHS,36793,PR
1049167-8,1.0,73768,PP,36809,PR
1049167-8,1.0,160599,PP,36809,MG
1049167-8,1.0,143632,PROS,36763,CE
1049167-8,1.0,160758,PSDB,36835,MG
1049167-8,1.0,178940,PR,36814,RJ
1049167-8,1.0,160643,PROS,36763,ES
1049167-8,1.0,178830,PV,36851,SP
1049167-8,1.0,178994,PMDB,36800,TO
1049167-8,1.0,141417,PMDB,36800,RR
1049167-8,1.0,134812,PSOL,36839,PA
1049167-8,1.0,74655,PSDB,36835,MG
1049167-8,1.0,92346,PSC,36833,SP
1049167-8,0.0,74173,PMDB,36800,RJ
1049167-8,1.0,160532,DEM,36769,SP
1049167-8,1.0,132504,PT,36844,PR
1049167-8,1.0,160575,PT,36844,DF
1049167-8,1.0,160640,PTB,36845,MG
1049167-8,1.0,160649,PP,36809,SC
1049167-8,1.0,178871,PV,36851,ES
1049167-8,1.0,178828,PV,36851,SP
1049167-8,1.0,178930,PSD,36834,PR
1049167-8,1.0,178953,SD,36765,RO
1049167-8,1.0,178941,SD,36765,RJ
1049167-8,1.0,141428,PSD,36834,RN
1049167-8,1.0,178905,PSB,36832,MT
1049167-8,1.0,178969,PSD,36834,SE
1049167-8,1.0,141427,PV,36851,MG
1049167-8,1.0,178877,PSDB,36835,GO
1049167-8,1.0,190149,PSB,36832,SC
1049167-8,1.0,141430,PSD,36834,RJ
1049167-8,1.0,141429,DEM,36769,RN
1049167-8,1.0,160666,PDT,36786,BA
1049167-8,1.0,141431,PSB,36832,PE
1049167-8,1.0,163831,PMDB,36800,RJ
1049167-8,1.0,73481,PT,36844,RS
1049167-8,1.0,160676,PSD,36834,BA
1049167-8,1.0,160598,PDT,36786,GO
1049167-8,1.0,141434,PMDB,36800,AC
1049167-8,1.0,178978,PSB,36832,SP
1049167-8,1.0,178907,PSD,36834,PA
1049167-8,1.0,160677,PR,36814,RJ
1049167-8,1.0,74374,PMDB,36800,MS
1049167-8,1.0,74270,PSC,36833,SP
1049167-8,1.0,160673,PDT,36786,RS
1049167-8,1.0,178878,PSDB,36835,GO
1049167-8,1.0,74558,PROS,36763,AL
1049167-8,-1.0,152605,PSB,36832,RJ
1049167-8,1.0,178980,PSD,36834,SP
1049167-8,1.0,178964,PSB,36832,RS
1049167-8,1.0,178873,PT,36844,ES
1049167-8,1.0,178909,DEM,36769,PA
1049167-8,1.0,73482,PT,36844,RS
1049167-8,1.0,97707,PSB,36832,PI
1049167-8,1.0,160596,PSD,36834,GO
1049167-8,1.0,178884,PMDB,36800,MA
1049167-8,1.0,81232,PSD,36834,TO
1049167-8,1.0,178855,PSC,36833,BA
1049167-8,1.0,73531,PSOL,36839,SP
1049167-8,1.0,4931,PSDB,36835,DF
1049167-8,1.0,74847,PP,36809,RJ
1049167-8,1.0,74848,PCdoB,36779,RJ
1049167-8,1.0,131943,PMDB,36800,PE
1049167-8,1.0,160672,PSOL,36839,RJ
1049167-8,1.0,74273,PSD,36834,SP
1049167-8,1.0,160570,PP,36809,RS
1049167-8,1.0,178839,PMDB,36800,AC
1049167-8,1.0,178842,SD,36765,AL
1049167-8,1.0,160531,PRB,36815,RR
1049167-8,1.0,141503,PCdoB,36779,MG
1049167-8,1.0,160573,PMDB,36800,PR
1049167-8,1.0,74366,PSDB,36835,GO
1049167-8,1.0,74445,PSDB,36835,MA
1049167-8,1.0,178970,PT,36844,SE
1049167-8,1.0,178917,PSB,36832,PE
1049167-8,1.0,112437,PMDB,36800,MA
1049167-8,1.0,178988,PSDB,36835,SP
1049167-8,1.0,160571,PSD,36834,SC
1049167-8,1.0,178910,PSD,36834,PA
1049167-8,1.0,160572,PTB,36845,PE
1049167-8,1.0,73535,DEM,36769,SP
1049167-8,1.0,160509,PR,36814,SC
1049167-8,-1.0,74553,DEM,36769,BA
1049167-8,1.0,74140,PSD,36834,BA
1049167-8,1.0,141470,PT,36844,CE
1049167-8,1.0,74395,PP,36809,RS
1049167-8,1.0,74079,PMDB,36800,PA
1049167-8,1.0,74554,PR,36814,BA
1049167-8,1.0,160607,PSB,36832,RS
1049167-8,1.0,114941,PMDB,36800,TO
1049167-8,1.0,74351,PTB,36845,PA
1049167-8,1.0,73666,PTB,36845,GO
1049167-8,1.0,178851,PTB,36845,AP
1049167-8,1.0,67312,PSC,36833,PA
1049167-8,1.0,73586,PSB,36832,MG
1049167-8,1.0,74253,PP,36809,RJ
1049167-8,1.0,178885,PEN,36761,MA
1049167-8,1.0,74570,PSDB,36835,BA
1049167-8,1.0,151208,SD,36765,SE
1049167-8,1.0,178894,PMDB,36800,MG
1049167-8,1.0,141480,PP,36809,TO
1049167-8,1.0,178832,PV,36851,PR
1049167-8,-1.0,141562,PMDB,36800,ES
1049167-8,1.0,178825,PT,36844,AC
1049167-8,1.0,74254,PMDB,36800,RJ
1049167-8,1.0,141482,PMDB,36800,MG
1049167-8,1.0,160663,PSB,36832,PR
1049167-8,1.0,74585,PR,36814,MG
1049167-8,1.0,74277,PSDB,36835,SP
1049167-8,1.0,178879,SD,36765,GO
1049167-8,1.0,178931,PSB,36832,PR
1049167-8,1.0,178954,PMDB,36800,RO
1049167-8,1.0,141484,PR,36814,PA
1049167-8,1.0,94931,PMDB,36800,BA
1049167-8,1.0,178802,PSDC,36836,RJ
1049167-8,1.0,74041,PT,36844,PB
1049167-8,1.0,141487,PP,36809,MG
1049167-8,1.0,178982,PSB,36832,SP
1049167-8,1.0,74784,PSB,36832,SP
1049167-8,1.0,151965,SD,36765,PI
1049167-8,1.0,160633,DEM,36769,MS
1049167-8,1.0,141490,PMDB,36800,PB
1049167-8,1.0,160660,DEM,36769,SP
1049167-8,1.0,146788,PHS,36793,MG
1049167-8,1.0,178932,PP,36809,PR
1049167-8,1.0,74460,PMDB,36800,PI
1049167-8,1.0,76287,PDT,36786,RJ
1049167-8,1.0,178983,PR,36814,SP
1049167-8,1.0,133373,PT,36844,RS
1049167-8,1.0,160535,PT,36844,RS
1049167-8,1.0,178880,PPS,36813,GO
1049167-8,1.0,141500,PSD,36834,MG
1049167-8,1.0,178852,PSC,36833,AP
1049167-8,1.0,167722,PDT,36786,RO
1049167-8,1.0,178850,PMDB,36800,AM
1049167-8,1.0,178943,PR,36814,RJ
1049167-8,1.0,159238,PSDB,36835,MG
1049167-8,1.0,74235,PP,36809,ES
1049167-8,1.0,171619,PT,36844,MG
1049167-8,1.0,64960,PSB,36832,RR
1049167-8,1.0,178956,PSDB,36835,RO
1049167-8,1.0,74158,PDT,36786,MG
1049167-8,1.0,178858,PP,36809,BA
1049167-8,1.0,181315,PMDB,36800,RJ
1049167-8,1.0,178843,PMDB,36800,AL
1049167-8,1.0,74050,PR,36814,AL
1049167-8,1.0,141507,PMDB,36800,SC
1049167-8,1.0,124411,PMDB,36800,RS
1049167-8,1.0,178827,PSDB,36835,ES
1049167-8,1.0,74428,DEM,36769,PE
1049167-8,1.0,178984,PSDB,36835,SP
1049167-8,1.0,178985,PR,36814,SP
1049167-8,1.0,74787,PR,36814,SP
1049167-8,1.0,74862,PROS,36763,RJ
1049167-8,1.0,178895,DEM,36769,MG
1049167-8,1.0,160561,PP,36809,SP
1049167-8,1.0,178859,PT,36844,BA
1049167-8,1.0,74457,DEM,36769,CE
1049167-8,1.0,73553,PTB,36845,SP
1049167-8,1.0,73781,PP,36809,PR
1049167-8,1.0,178896,PMDB,36800,MG
1049167-8,1.0,74352,PSDB,36835,PA
1049167-8,1.0,178986,PT,36844,SP
1049167-8,1.0,74359,PTB,36845,RO
1049167-8,1.0,74752,PP,36809,MG
1049167-8,1.0,178987,PCdoB,36779,SP
1049167-8,1.0,73463,PMDB,36800,PR
1049167-8,1.0,160556,PT,36844,MG
1049167-8,1.0,160642,PSB,36832,PE
1049167-8,1.0,74095,DEM,36769,AM
1049167-8,1.0,171617,PT,36844,AL
