idProposicao,idDeputadoAutor
2197181,178934.0
2191641,178987.0
2190280,141427.0
2190279,141427.0
2190278,141427.0
2190277,141427.0
2190276,141427.0
2190275,141427.0
2190274,141427.0
2190273,73463.0
2190272,73463.0
2190271,73463.0
2190270,73463.0
2190269,73463.0
2190268,178934.0
2190206,74319.0
2190205,178884.0
2190204,178884.0
2190203,74319.0
2190202,74319.0
2190201,73458.0
2190200,178884.0
2190199,178884.0
2190198,160659.0
2190198,178829.0
2190197,74160.0
2190196,97707.0
2190195,97707.0
2190193,141408.0
2190192,141408.0
2190191,178985.0
2190189,178985.0
2190188,189593.0
2190187,189593.0
2190186,189593.0
2190185,189593.0
2190184,189593.0
2190183,189593.0
2190182,189593.0
2190181,189593.0
2190180,189593.0
2190178,160674.0
2190177,167722.0
2190176,178890.0
2190175,74177.0
2190172,66179.0
2190171,141535.0
2190170,141383.0
2190169,178884.0
2190168,74366.0
2190167,178993.0
2190166,178993.0
2190165,178993.0
2190164,178993.0
2190163,178993.0
2190162,178993.0
2190161,178993.0
2190160,178993.0
2190159,178993.0
2190158,178993.0
2190157,178993.0
2190156,178993.0
2190155,178993.0
2190154,178993.0
2190153,178993.0
2190152,178993.0
2190151,178993.0
2190150,178993.0
2190149,178993.0
2190148,177282.0
2190147,167722.0
2190146,178860.0
2190145,178860.0
2190144,141408.0
2190141,73434.0
2190140,177282.0
2190139,178877.0
2190138,73434.0
2190137,178956.0
2190136,178956.0
2190135,178956.0
2190133,73434.0
2190132,73434.0
2190131,73434.0
2190130,73434.0
2190129,74160.0
2190128,74160.0
2190127,73434.0
2190126,73434.0
2190125,178981.0
2190124,167722.0
2190123,74385.0
2190122,178884.0
2190121,141516.0
2190116,152610.0
2190115,152610.0
2190114,178908.0
2190113,74356.0
2190112,74319.0
2190111,178890.0
2190107,74171.0
2190107,74784.0
2190107,152605.0
2190106,74177.0
2190104,73434.0
2190103,160665.0
2190102,74460.0
2190101,74460.0
2190099,73926.0
2190098,160565.0
2190097,97707.0
2190096,97707.0
2190095,178924.0
2190093,178992.0
2190092,178992.0
2190091,74428.0
2190090,74428.0
2190082,141450.0
2190081,134812.0
2190080,205234.0
2190079,205234.0
2190078,205234.0
2190077,205234.0
2190076,205234.0
2190073,160573.0
2190073,178927.0
2190072,178992.0
2190071,178833.0
2190067,160512.0
2190066,178956.0
2190063,178956.0
2190062,178956.0
2190061,178956.0
2190060,178956.0
2190059,178874.0
2190052,160631.0
2190050,178977.0
2190049,178962.0
2190048,141391.0
2190047,141391.0
2190046,178861.0
2190045,141553.0
2190044,189593.0
2190043,189593.0
2190041,189593.0
2190040,189593.0
2190039,189593.0
2190038,152605.0
2190037,178893.0
2190036,178893.0
2190035,160587.0
2190034,160587.0
2190031,160587.0
2190030,160587.0
2190029,160587.0
2190028,160587.0
2190027,160639.0
2190026,160587.0
2190025,178953.0
2190024,160587.0
2190023,160587.0
2190020,160575.0
2190018,178861.0
2190017,141553.0
2190016,178871.0
2190015,141405.0
2190014,74010.0
2190013,178893.0
2190012,178926.0
2190011,73553.0
2190010,141488.0
2190009,141515.0
2190009,160509.0
2190009,74651.0
2190009,160674.0
2190009,164360.0
2190009,178873.0
2190009,178992.0
2190007,74171.0
2190006,160511.0
2190005,160511.0
2190004,160511.0
2190003,160511.0
2190002,160511.0
2190001,141454.0
2190000,141454.0
2189999,141454.0
2189997,160653.0
2189996,160653.0
2189995,160653.0
2189994,160653.0
2189993,73466.0
2189992,166401.0
2189991,178897.0
