idProposicao,idDeputadoAutor
2226648,178969.0
2192145,74140.0
2192144,74140.0
2180927,160581.0
2180858,160581.0
2180479,160581.0
2180380,160598.0
2180379,160598.0
2179045,160572.0
2177526,178966.0
2177159,74439.0
2175914,160622.0
2175425,195143.0
2175255,160598.0
2175013,160598.0
2173799,160672.0
2173794,160672.0
2171622,74156.0
2171477,160677.0
2171201,74040.0
2168841,177282.0
2168840,177282.0
2168838,177282.0
2168339,193982.0
2167550,73924.0
2167540,74319.0
2167539,141427.0
2167538,141427.0
2167537,141427.0
2167536,141427.0
2167535,141427.0
2167534,141427.0
2167533,141427.0
2167532,141427.0
2167531,141427.0
2167530,141427.0
2167529,141427.0
2167528,141427.0
2167527,141427.0
2167526,141427.0
2167525,141427.0
2167524,141427.0
2167523,141427.0
2167522,141427.0
2167521,141427.0
2167520,141427.0
2167519,141427.0
2167518,141427.0
2167517,141427.0
2167516,141427.0
2167515,178884.0
2167514,178866.0
2167513,178866.0
2167511,114941.0
2167510,73584.0
2167503,152605.0
2167502,152605.0
2167501,178889.0
2167500,178889.0
2167499,160581.0
2167498,178889.0
2167497,141450.0
2167496,178889.0
2167495,160565.0
2167494,178884.0
2167493,178884.0
2167492,141483.0
2167491,178911.0
2167490,178911.0
2167489,178911.0
2167488,178911.0
2167487,178911.0
2167486,178911.0
2167484,178911.0
2167483,74253.0
2167482,74253.0
2167480,178884.0
2167479,4931.0
2167478,4931.0
2167477,4931.0
2167476,4931.0
2167475,4931.0
2167474,4931.0
2167473,4931.0
2167472,4931.0
2167471,4931.0
2167470,4931.0
2167469,4931.0
2167468,4931.0
2167467,4931.0
2167466,4931.0
2167465,4931.0
2167464,4931.0
2167461,74156.0
2167460,74156.0
2167458,194262.0
2167457,160607.0
2167456,160607.0
2167455,160607.0
2167454,160666.0
2167453,160639.0
2167452,160666.0
2167451,160666.0
2167450,160666.0
2167449,160666.0
2167448,160666.0
2167447,160666.0
2167446,160666.0
2167445,160666.0
2167444,160666.0
2167443,160666.0
2167442,160666.0
2167441,160666.0
2167440,160666.0
2167439,160666.0
2167437,178913.0
2167436,178913.0
2167435,178913.0
2167434,178913.0
2167433,178913.0
2167432,178913.0
2167431,178913.0
2167430,178913.0
2167429,178913.0
2167428,178913.0
2167427,178913.0
2167426,178913.0
2167425,178913.0
2167424,178913.0
2167423,178913.0
2167422,178913.0
2167421,178913.0
2167420,178913.0
2167419,178913.0
2167418,178913.0
2167417,178913.0
2167416,178913.0
2167415,178913.0
2167414,178913.0
2167413,178913.0
2167412,178913.0
2167411,178913.0
2167410,178913.0
2167409,178913.0
2167408,178913.0
2167407,178913.0
2167406,178913.0
2167405,178913.0
2167404,178913.0
2167403,178913.0
2167402,178913.0
2167401,178913.0
2167400,178913.0
2167399,178913.0
2167398,178913.0
2167397,178913.0
2167396,178913.0
2167395,178913.0
2167394,178913.0
2167393,178913.0
2167392,178913.0
2167391,178913.0
2167390,178913.0
2167389,178913.0
2167388,178913.0
2167387,178913.0
2167386,178913.0
2167385,178913.0
2167384,178913.0
2167383,178913.0
2167382,178913.0
2167381,178913.0
2167380,178913.0
2167379,178913.0
2167378,178913.0
2167377,178913.0
2167376,178913.0
2167375,178913.0
2167374,178913.0
2167373,178913.0
2167372,178913.0
2167371,178911.0
2167370,178913.0
2167369,178913.0
2167368,178913.0
2167367,178913.0
2167366,178913.0
2167365,178913.0
2167364,178913.0
2167363,178913.0
2167362,178913.0
2167361,178913.0
2167360,178913.0
2167359,178913.0
2167358,178913.0
2167357,160666.0
2167356,178913.0
2167355,178913.0
2167354,178913.0
2167353,178913.0
2167352,178913.0
2167351,178913.0
2167350,178913.0
2167349,178913.0
2167348,178913.0
2167347,178913.0
2167346,178913.0
2167345,178913.0
2167344,178913.0
2167343,178913.0
2167342,178913.0
2167341,178913.0
2167340,178913.0
2167339,178913.0
2167338,178913.0
2167337,178913.0
2167336,178913.0
2167335,178913.0
2167333,160666.0
2167332,160666.0
2167331,178913.0
2167330,178913.0
2167329,178913.0
2167328,178913.0
2167327,178913.0
2167326,178913.0
2167325,178913.0
2167324,178913.0
2167323,178913.0
2167322,178913.0
2167321,178913.0
2167320,178913.0
2167319,178913.0
2167318,178913.0
2167317,178913.0
2167316,178913.0
2167315,178913.0
2167314,178913.0
2167313,178913.0
2167312,178913.0
2167311,178884.0
2167309,178913.0
2167308,178913.0
2167307,178913.0
2167306,178913.0
2167305,178913.0
2167304,178913.0
2167303,178913.0
2167302,178913.0
2167301,178913.0
2167300,178913.0
2167299,178913.0
2167298,178913.0
2167297,178913.0
2167296,178913.0
2167295,178913.0
2167294,178913.0
2167293,178913.0
2167292,178913.0
2167291,178913.0
2167290,178913.0
2167289,178913.0
2167288,178913.0
2167287,178913.0
2167286,178913.0
2167285,178913.0
2167284,178913.0
2167283,178913.0
2167282,178913.0
2167281,178913.0
2167280,178913.0
2167279,178913.0
2167278,178913.0
2167277,178913.0
2167276,178913.0
2167275,178913.0
2167274,178913.0
2167273,178913.0
2167272,178913.0
2167271,178913.0
2167270,178913.0
2167269,178913.0
2167268,178913.0
2167267,178913.0
2167266,178913.0
2167265,178913.0
2167264,178913.0
2167263,178913.0
2167262,178913.0
2167261,178913.0
2167260,74040.0
2167259,178913.0
2167258,178913.0
2167257,178913.0
2167256,74040.0
2167255,73553.0
2167254,178913.0
2167253,178913.0
2167252,178913.0
2167251,178913.0
2167250,178913.0
2167249,178913.0
2167248,178913.0
2167247,178913.0
2167246,178913.0
2167245,178913.0
2167244,178913.0
2167243,178913.0
2167242,178913.0
2167241,178913.0
2167239,129618.0
2167238,129618.0
2167237,74665.0
2167236,141430.0
2167236,178956.0
2167235,178956.0
2167234,178956.0
2167233,178956.0
2167232,178956.0
2167231,178956.0
2167230,178956.0
2167229,178956.0
2167228,178956.0
2167227,178956.0
2167226,178956.0
2167225,178956.0
2167224,178956.0
2167223,4931.0
2167221,189593.0
2167221,74400.0
2167220,113247.0
2167218,178879.0
2167215,73463.0
2167214,141401.0
2167213,130654.0
2167212,130654.0
2167211,130654.0
2167210,74813.0
2167209,141398.0
2167208,141398.0
2167207,141398.0
2167205,141398.0
2167204,141450.0
2167202,178871.0
2167199,133439.0
2167198,178871.0
2167197,178871.0
2167196,178871.0
2167195,178856.0
2167194,178874.0
2167193,178874.0
2167192,178874.0
2167191,141420.0
2167190,141450.0
2167189,74298.0
2167188,74298.0
2167187,74298.0
2167186,74298.0
2167185,133439.0
2167184,133439.0
2167183,133439.0
2167182,133439.0
2167181,160570.0
2167180,160570.0
2167179,141450.0
2167178,74319.0
2167177,164360.0
2167175,178877.0
2167174,164360.0
2167173,177282.0
2167172,177282.0
2167171,177282.0
2167167,178944.0
2167166,160575.0
2167162,141536.0
2167161,141536.0
2167160,141536.0
2167158,74075.0
2167157,74075.0
2167156,177282.0
2167155,160674.0
2167152,74075.0
2167151,178997.0
2167150,178997.0
2167149,178997.0
2167148,178997.0
2167147,178889.0
2167145,152605.0
2167144,160575.0
2167143,160575.0
2167142,160575.0
2167141,160575.0
2167140,73772.0
2167137,152605.0
2167136,152605.0
2167134,152605.0
2167133,152605.0
2167132,151965.0
2167130,151965.0
2167128,178913.0
2167127,178913.0
2167126,178913.0
2167125,178913.0
2167124,178913.0
2167123,181316.0
2167122,177282.0
2167121,178913.0
2167120,178913.0
2167119,178913.0
2167118,178913.0
2167117,178913.0
2167116,178913.0
2167115,178913.0
2167114,178913.0
2167113,178913.0
2167112,178913.0
2167111,178913.0
2167110,178913.0
2167109,178913.0
2167108,178913.0
2167107,178913.0
2167106,178913.0
2167105,178913.0
2167104,178913.0
2167103,178913.0
2167102,178913.0
2167101,178913.0
2167100,178913.0
2167099,74399.0
2167098,178913.0
2167097,178913.0
2167096,178913.0
2167095,178913.0
2167094,178913.0
2167093,178834.0
2167092,178834.0
2167091,178913.0
2167090,178913.0
2167089,178913.0
2167088,178913.0
2167087,178913.0
2167086,178913.0
2167085,178913.0
2167084,178913.0
2167083,178913.0
2167082,178913.0
2167081,178913.0
2167080,178913.0
2167079,178913.0
2167078,178913.0
2167077,178913.0
2167076,178913.0
2167075,178913.0
2167074,178913.0
2167073,178913.0
2167072,178913.0
2167071,178913.0
2167070,178913.0
2167069,178913.0
2167068,178913.0
2167067,178913.0
2167066,178913.0
2167065,178913.0
2167064,178913.0
2167063,178913.0
2167062,178913.0
2167061,178913.0
2167060,178913.0
2167059,178913.0
2167058,178913.0
2167057,178913.0
2167056,178913.0
2167055,178913.0
2167054,178913.0
2167053,178913.0
2167052,178913.0
2167051,178913.0
2167050,178913.0
2167049,178913.0
2167048,178913.0
2167047,178913.0
2167045,178913.0
2167044,178913.0
2167043,178913.0
2167042,178913.0
2167041,178913.0
2167040,178913.0
2167039,160598.0
2167038,178913.0
2167037,160598.0
2167036,178913.0
2167035,178913.0
2167034,178913.0
2167033,178913.0
2167032,178913.0
2167031,178913.0
2167030,178913.0
2167029,178913.0
2167028,178913.0
2167027,178933.0
2167026,178913.0
2167025,178913.0
2167024,178913.0
2167023,178913.0
2167022,178913.0
2167021,178913.0
2167020,178913.0
2167019,178913.0
2167018,178913.0
2167017,178913.0
2167016,178913.0
2167015,178886.0
2167014,178913.0
2167013,178913.0
2167012,178913.0
2167011,178913.0
2167010,178913.0
2167009,178913.0
2167007,178913.0
2167006,178913.0
2167005,178913.0
2167004,178913.0
2167003,141384.0
2167002,141384.0
2167001,160651.0
2166999,160598.0
2166998,160598.0
2166997,160598.0
2166996,160598.0
2166995,160598.0
2166994,160598.0
2166993,160598.0
2166992,160598.0
2166991,178913.0
2166990,178913.0
2166989,178913.0
2166988,178913.0
2166987,178913.0
2166986,178913.0
2166985,178913.0
2166984,178913.0
2166983,178913.0
2166982,178913.0
2166981,178913.0
2166980,178913.0
2166979,178913.0
2166978,178913.0
2166977,178913.0
2166976,178913.0
2166975,178913.0
2166974,178913.0
2166973,178913.0
2166972,178913.0
2166971,178913.0
2166970,178913.0
2166969,178913.0
2166968,178913.0
2166967,178913.0
2166966,178913.0
2166965,178913.0
2166964,178913.0
2166963,178913.0
2166962,178913.0
2166961,178913.0
2166960,178913.0
2166959,178913.0
2166958,178913.0
2166957,178913.0
2166956,178913.0
2166955,74419.0
2166954,178913.0
2166953,178913.0
2166952,178913.0
2166951,178913.0
2166950,178886.0
2166949,178913.0
2166948,178913.0
2166947,178913.0
2166946,178913.0
2166945,178913.0
2166944,178913.0
2166943,73931.0
2166941,178913.0
2166940,178913.0
2166939,178913.0
2166938,178913.0
2166937,178913.0
2166936,178913.0
2166935,178913.0
2166934,4931.0
2166933,178913.0
2166932,178913.0
2166931,178913.0
2166930,178913.0
2166929,178913.0
2166928,160575.0
2166928,73701.0
2166927,178913.0
2166926,178913.0
2166925,178913.0
2166924,178913.0
2166923,178913.0
2166922,178913.0
2166921,178913.0
2166920,178913.0
2166919,178913.0
2166918,178913.0
2166917,178913.0
2166916,178913.0
2166915,178913.0
2166914,178913.0
2166913,178913.0
2166912,178913.0
2166911,178913.0
2166910,178913.0
2166909,178913.0
2166908,178913.0
2166907,178913.0
2166906,178913.0
2166905,178913.0
2166904,178913.0
2166903,178913.0
2166902,178913.0
2166901,178913.0
2166900,178913.0
2166899,178913.0
2166898,178913.0
2166896,178913.0
2166895,178913.0
2166894,178913.0
2166893,160639.0
2166887,141450.0
2166884,141450.0
2166874,178933.0
2166873,178919.0
2166872,178919.0
2166865,74399.0
2166864,74399.0
2166861,160602.0
2166860,160426.0
2166859,178956.0
2166858,178956.0
2166857,178956.0
2166855,178956.0
2166854,178956.0
2166853,178956.0
2166851,178956.0
2166849,178956.0
2166848,178956.0
2166847,178869.0
2166846,178956.0
2166845,178869.0
2166844,178956.0
2166843,178956.0
2166842,178869.0
2166841,178956.0
2166840,178956.0
2166838,178865.0
2166837,160573.0
2166836,74319.0
2166835,141515.0
2166835,178992.0
2166833,74553.0
2166832,178930.0
2166831,178879.0
2166830,141401.0
2166829,141401.0
2166827,74398.0
2166825,73553.0
2166824,73553.0
2166820,178830.0
2166819,178830.0
2166818,178830.0
2166814,72912.0
2166813,160653.0
2166811,178929.0
2166810,178869.0
2166809,178869.0
2166808,178869.0
2166806,178887.0
2166805,178887.0
2166804,74283.0
2166803,74283.0
2166802,160617.0
2166799,178873.0
2166797,160617.0
2166791,178902.0
2166790,74856.0
2166789,178906.0
2166788,178906.0
2166787,178902.0
2166785,160569.0
2166781,73483.0
2166776,178834.0
2166775,178834.0
2166770,178992.0
2166769,178992.0
2166766,178926.0
2166765,178926.0
2166764,178962.0
2166763,178840.0
2166757,178992.0
2166756,178992.0
2166754,160558.0
2166753,74655.0
2166752,178993.0
2166751,144523.0
2166750,160559.0
2166749,160559.0
2166748,160559.0
2166747,178840.0
2166746,160655.0
2166743,74371.0
2166742,160559.0
2166733,74585.0
2166729,178865.0
