idProposicao,idDeputadoAutor
2188136,74057.0
2172155,74319.0
2161907,178845.0
2160813,73586.0
2155339,160598.0
2148126,178916.0
2148123,178916.0
2143110,69871.0
2141842,74040.0
2141817,74040.0
2141781,74040.0
2138744,178933.0
2135139,74374.0
2132899,178928.0
2128003,178865.0
2128002,160665.0
2127155,124411.0
2127149,73778.0
2127098,178963.0
2122550,178879.0
2122549,178879.0
2122489,124411.0
2122134,74655.0
2122132,178887.0
2122111,74075.0
2122093,74060.0
2122092,74060.0
2122091,74060.0
2122090,74060.0
2122074,160672.0
2122073,160672.0
2122071,160575.0
2122067,160536.0
2122064,160536.0
2122062,160536.0
2122061,160536.0
2122058,160536.0
2122054,160569.0
2122053,178884.0
2122051,178862.0
2122049,178877.0
2122047,74585.0
2122046,74060.0
2122043,178884.0
2122042,152605.0
2122040,160649.0
2122038,141429.0
2122037,160518.0
2122036,160511.0
2122035,160511.0
2122034,160511.0
2122033,178963.0
2122032,178963.0
2122031,178963.0
2122030,178963.0
2122029,178963.0
2122028,129037.0
2122027,160511.0
2122026,160511.0
2122025,178901.0
2122024,74655.0
2122023,74371.0
2122022,74374.0
2122020,178963.0
2122019,141552.0
2122017,141552.0
2122016,141552.0
2122015,74010.0
2122014,141552.0
2122013,73931.0
2122012,141552.0
2122011,178826.0
2122009,141422.0
2122008,141422.0
2122007,74319.0
2122006,141401.0
2122005,141401.0
2122004,178884.0
2122003,178959.0
2122002,141558.0
2122001,141558.0
2122000,141558.0
2121999,141558.0
2121998,141558.0
2121996,141558.0
2121995,141558.0
2121994,141558.0
2121993,141558.0
2121992,141558.0
2121991,141558.0
2121990,141558.0
2121989,141558.0
2121988,141558.0
2121987,141558.0
2121986,141558.0
2121985,141558.0
2121984,141558.0
2121983,152605.0
2121982,167722.0
2121980,73463.0
2121979,74459.0
2121978,160602.0
2121977,160602.0
2121976,160602.0
2121975,160602.0
2121974,160602.0
2121973,160602.0
2121972,74459.0
2121971,160602.0
2121970,178865.0
2121969,178922.0
2121968,178929.0
2121966,160649.0
2121965,160649.0
2121964,160649.0
2121963,178842.0
2121962,141372.0
2121960,141372.0
2121959,66828.0
2121958,167722.0
2121955,178832.0
2121954,178832.0
2121953,178832.0
2121952,160653.0
2121951,74041.0
2121950,192120.0
2121949,74041.0
2121948,74041.0
2121945,74041.0
2121944,178956.0
2121943,178956.0
2121942,178956.0
2121941,178956.0
2121937,178953.0
2121936,74554.0
2121935,178879.0
2121934,73434.0
2121932,166401.0
2121931,92699.0
2121929,74156.0
2121929,160575.0
2121927,160649.0
2121926,141430.0
2121925,160649.0
2121924,178859.0
2121923,141472.0
2121922,180545.0
2121921,160649.0
2121920,180545.0
2121919,180545.0
2121916,160637.0
2121915,178887.0
2121913,152605.0
2121912,73831.0
2121910,74585.0
2121909,74585.0
2121908,129618.0
2121907,74585.0
2121906,74585.0
2121905,74585.0
2121904,74585.0
2121903,152605.0
2121902,114941.0
2121901,160649.0
2121900,160649.0
2121899,178842.0
2121898,178842.0
2121896,122158.0
2121894,160610.0
2121893,74585.0
2121892,160649.0
2121890,74585.0
2121888,160672.0
2121886,73831.0
2121883,178963.0
2121882,178963.0
2121881,160672.0
2121880,178963.0
2121879,178963.0
2121878,178963.0
2121877,178963.0
2121876,178963.0
2121875,178963.0
2121874,178963.0
2121873,178963.0
2121872,152605.0
2121871,74041.0
2121871,141440.0
2121871,160575.0
2121868,73778.0
2121866,74749.0
2121865,141430.0
2121865,178956.0
2121864,178851.0
2121860,74216.0
2121859,74216.0
2121858,160575.0
2121857,178963.0
2121856,178830.0
2121855,160653.0
2121854,192120.0
2121853,192120.0
2121852,178989.0
2121851,178989.0
2121850,178989.0
2121848,178989.0
2121847,178963.0
2121846,178963.0
2121845,74366.0
2121842,141536.0
2121838,178871.0
2121835,164359.0
2121834,164359.0
2121833,178874.0
2121832,62881.0
2121829,178848.0
2121827,178947.0
2121826,74399.0
2121825,152610.0
2121820,74366.0
2121819,74366.0
2121815,141450.0
2121814,74366.0
2121807,74171.0
2121805,74171.0
2121802,178887.0
2121798,178887.0
2121795,74171.0
2121790,152605.0
2121789,152605.0
2121788,92346.0
2121787,141536.0
2121786,141536.0
2121785,141536.0
2121784,141536.0
2121783,141536.0
2121782,141536.0
2121781,141536.0
2121777,141536.0
2121776,141536.0
2121775,74172.0
2121773,74172.0
2121771,178946.0
2121769,74075.0
2121768,74075.0
2121767,141450.0
2121764,178946.0
2121762,178946.0
2121761,178959.0
2121760,141372.0
2121758,74095.0
2121757,4931.0
2121756,178959.0
2121754,129618.0
2121753,129618.0
2121752,129618.0
2121751,74041.0
2121748,4931.0
2121747,4931.0
2121745,4931.0
2121744,4931.0
2121742,74651.0
2121741,141454.0
2121737,74366.0
2121736,178864.0
2121734,178988.0
2121732,178946.0
2121731,192120.0
2121730,178946.0
2121729,178946.0
2121728,74862.0
2121726,178884.0
2121722,74650.0
2121721,178926.0
2121720,178879.0
2121718,178879.0
2121712,178993.0
2121709,144523.0
2121707,178934.0
2121706,178934.0
2121704,178993.0
2121703,178993.0
2121699,194260.0
2121697,178866.0
2121694,178884.0
2121693,160617.0
2121682,73553.0
2121681,178973.0
2121680,141440.0
2121679,141440.0
2121675,178901.0
2121673,178973.0
2121665,74172.0
2121664,73531.0
2121662,160639.0
2121661,160639.0
2121660,160598.0
2121659,160639.0
2121658,160639.0
2121657,160639.0
2121656,160639.0
2121655,160639.0
2121654,64960.0
2121653,160639.0
2121652,160639.0
2121650,160639.0
2121649,160639.0
2121648,194258.0
2121647,160639.0
2121646,73553.0
2121645,73553.0
2121644,73553.0
2121643,73553.0
2121642,178980.0
2121641,73553.0
2121638,92346.0
2121636,160621.0
2121632,194258.0
2121631,73483.0
2121627,146949.0
2121618,166401.0
2121605,164360.0
2121602,164360.0
2121600,178832.0
2121594,178832.0
2121591,178832.0
2121589,178851.0
2121588,178832.0
2121587,178832.0
2121570,186775.0
2121569,178986.0
2121568,73553.0
2121567,73553.0
2121566,73553.0
2121563,192120.0
