id,idOrgao,idEvento,aprovacao,votosSim,votosNao,votosOutros,ultimaApresentacaoProposicao_idProposicao
2168777-2,537963,50791,1.0,0,0,0,0
2168776-2,537963,50791,1.0,0,0,0,0
2086414-104,180,50810,1.0,0,0,0,2168939
2086414-106,180,50810,1.0,0,0,0,2168939
1579163-66,180,50810,1.0,0,0,0,2168960
1579163-69,180,50810,1.0,0,0,0,2168960
2141477-42,180,50810,1.0,0,0,0,2168982
2141477-44,180,50810,1.0,0,0,0,2168982
2150301-32,180,50810,1.0,0,0,0,2168993
2150301-36,180,50810,1.0,0,0,0,2168993
2150301-39,180,50810,1.0,0,0,0,2168993
2153086-37,180,50843,1.0,0,0,0,2169004
2153086-38,180,50843,0.0,0,0,0,2169004
2153086-40,180,50843,1.0,0,0,0,2169004
1570719-51,180,50843,0.0,0,0,0,2169019
1570719-53,180,50843,1.0,0,0,0,2169019
2080686-61,180,50847,1.0,0,0,0,2149261
2024700-41,180,50847,1.0,0,0,0,0
2024700-43,180,50847,1.0,0,0,0,0
2080686-63,180,50847,1.0,0,0,0,2149261
2120338-44,180,50847,1.0,0,0,0,0
2120338-46,180,50847,1.0,0,0,0,0
2130449-40,180,50847,1.0,0,0,0,0
2130449-42,180,50847,1.0,0,0,0,0
2085020-34,180,50847,1.0,0,0,0,0
2092944-59,180,50847,1.0,0,0,0,0
2112377-42,180,50847,1.0,0,0,0,0
2121696-54,180,50847,1.0,0,0,0,0
2121700-53,180,50847,1.0,0,0,0,0
2133092-42,180,50847,1.0,0,0,0,0
2143862-52,180,50847,1.0,0,0,0,2168159
2147367-52,180,50847,1.0,0,0,0,0
2157976-56,180,50847,1.0,0,0,0,0
2085020-36,180,50847,1.0,0,0,0,0
2092944-61,180,50847,1.0,0,0,0,0
2112377-44,180,50847,1.0,0,0,0,0
2121696-56,180,50847,1.0,0,0,0,0
2121700-55,180,50847,1.0,0,0,0,0
2133092-44,180,50847,1.0,0,0,0,0
2143862-54,180,50847,1.0,0,0,0,2168159
2147367-54,180,50847,1.0,0,0,0,0
2157976-58,180,50847,1.0,0,0,0,0
2169034-2,537996,50857,1.0,0,0,0,0
2169035-2,537996,50857,1.0,0,0,0,0
2169076-2,537996,50857,1.0,0,0,0,0
2169081-2,537996,50857,1.0,0,0,0,0
2169086-2,537996,50857,1.0,0,0,0,0
2169108-2,537996,50857,1.0,0,0,0,0
2169114-2,537996,50857,1.0,0,0,0,0
2169090-2,538017,50862,1.0,0,0,0,0
533706-60,180,50871,1.0,0,0,0,2169229
533706-63,180,50871,1.0,0,0,0,2169229
109150-221,180,50871,0.0,0,0,0,2167662
109150-226,180,50871,0.0,0,0,0,2167662
109150-230,180,50871,1.0,0,0,0,2167662
109150-234,180,50871,0.0,0,0,0,2167662
109150-238,180,50871,0.0,27,256,84,2167662
109150-241,180,50871,0.0,0,0,0,2167662
109150-244,180,50871,1.0,0,0,0,2167662
109150-247,180,50871,0.0,0,0,0,2167662
109150-248,180,50871,0.0,0,0,0,2167662
109150-250,180,50871,1.0,0,0,0,2167662
109150-252,180,50871,1.0,0,0,0,2167662
109150-254,180,50871,1.0,0,0,0,2167662
2168541-2,537859,50839,1.0,0,0,0,0
2158488-5,537874,50838,1.0,0,0,0,0
2163107-2,537874,50838,1.0,0,0,0,0
2169352-5,180,50873,1.0,0,0,0,0
2167629-29,180,0,1.0,0,0,0,2169353
2167629-30,180,0,1.0,0,0,0,2169353
2169217-6,180,50873,1.0,343,8,40,0
542102-76,180,0,1.0,0,0,0,2169217
542102-77,180,0,1.0,0,0,0,2169217
2159597-5,537874,50838,1.0,0,0,0,0
2169148-2,537996,50883,1.0,0,0,0,0
2169522-2,537996,50883,1.0,0,0,0,0
2169531-2,537996,50883,1.0,0,0,0,0
2169566-2,537996,50883,1.0,0,0,0,0
2169572-2,537996,50883,1.0,0,0,0,0
2169573-2,537996,50883,1.0,0,0,0,0
2169575-2,537996,50883,1.0,0,0,0,0
2149372-22,180,50906,1.0,290,57,41,0
1672576-50,180,0,1.0,0,0,0,2168683
1672576-51,180,0,1.0,0,0,0,2168683
2166125-11,180,50906,1.0,0,0,0,0
2152336-25,180,0,1.0,0,0,0,2166255
2152724-17,180,0,1.0,0,0,0,2166125
2084352-135,180,50915,1.0,0,0,0,2169785
2084352-137,180,50915,1.0,0,0,0,2169785
2110823-65,180,50915,1.0,0,0,0,2168196
2110823-67,180,50915,1.0,0,0,0,2168196
2167629-62,180,50915,1.0,0,0,0,2169767
2167629-65,180,50915,1.0,0,0,0,2169767
2169240-8,180,50915,1.0,0,0,0,0
2168300-22,180,0,1.0,0,0,0,2169240
2168300-23,180,0,1.0,0,0,0,2169240
2081915-59,180,50915,1.0,0,0,0,2169772
2081915-62,180,50915,1.0,0,0,0,2169772
2058199-59,180,50915,1.0,0,0,0,2169775
2058199-61,180,50915,1.0,0,0,0,2169775
2058199-63,180,50915,1.0,0,0,0,2169775
2169713-2,538168,50909,1.0,0,0,0,0
2130119-52,4,0,1.0,0,0,0,0
1734523-49,180,0,1.0,0,0,0,2169945
2162038-2,537954,50863,1.0,0,0,0,0
2163661-2,537954,50863,1.0,0,0,0,0
2169597-2,537954,50863,1.0,0,0,0,0
15318-140,180,50917,0.0,14,251,38,2121086
2168786-3,538039,50908,1.0,0,0,0,0
2169711-2,538168,50909,1.0,0,0,0,0
2169712-2,538168,50909,1.0,0,0,0,0
2169714-2,538168,50909,1.0,0,0,0,0
2169714-3,538168,50909,1.0,0,0,0,0
2169397-9,180,50926,1.0,394,2,7,0
2167919-36,180,0,1.0,0,0,0,2169397
2167919-37,180,0,1.0,0,0,0,2169397
2166260-19,180,50926,1.0,342,46,2,0
2150170-68,180,0,1.0,0,0,0,2169091
1734523-48,180,0,1.0,0,0,0,2169945
1734523-55,180,50926,1.0,0,0,0,2169947
1734523-57,180,50926,1.0,0,0,0,2169947
2169945-5,180,50926,1.0,0,0,0,0
2169932-6,180,50926,1.0,0,0,0,0
444751-91,180,0,1.0,0,0,0,0
2167803-20,180,0,1.0,0,0,0,2169932
2084341-70,180,50930,1.0,0,0,0,0
2084341-72,180,50930,1.0,0,0,0,0
2116742-54,180,50930,1.0,0,0,0,0
2116742-55,180,50930,1.0,0,0,0,0
2121695-39,180,50930,1.0,0,0,0,0
2121702-41,180,50930,1.0,0,0,0,2169330
2127872-41,180,50930,1.0,0,0,0,2169329
2117420-44,180,50930,1.0,0,0,0,0
2121695-42,180,50930,1.0,0,0,0,0
2121702-44,180,50930,1.0,0,0,0,2169330
2127872-44,180,50930,1.0,0,0,0,2169329
2117420-46,180,50930,1.0,0,0,0,0
2125584-54,180,0,1.0,0,0,0,2169404
2125584-55,180,0,1.0,0,0,0,2169404
2093911-29,180,0,1.0,0,0,0,2169731
2093911-30,180,0,1.0,0,0,0,2169731
2169412-10,180,50947,1.0,0,0,0,0
2169404-9,180,50947,1.0,0,0,0,0
2169611-2,537996,50925,1.0,0,0,0,0
2169661-2,537996,50925,1.0,0,0,0,0
2169811-2,537996,50925,1.0,0,0,0,0
2169960-2,537996,50925,1.0,0,0,0,0
2169961-2,537996,50925,1.0,0,0,0,0
2170191-2,537996,50925,1.0,0,0,0,0
2170208-2,537996,50925,1.0,0,0,0,0
2170211-2,537996,50925,1.0,0,0,0,0
2170224-2,537996,50925,1.0,0,0,0,0
2170249-2,537996,50925,1.0,0,0,0,0
2170252-2,537996,50925,1.0,0,0,0,0
2169160-2,538052,0,1.0,0,0,0,0
2169160-3,538052,0,1.0,0,0,0,0
2119757-34,180,50984,1.0,0,0,0,0
2169608-2,537996,50925,1.0,0,0,0,0
2169610-2,537996,50925,1.0,0,0,0,0
2169660-1,537904,50927,1.0,0,0,0,0
2168748-2,537350,50961,1.0,0,0,0,0
2168749-2,537350,50961,1.0,0,0,0,0
2168750-2,537350,50961,1.0,0,0,0,0
2168751-2,537350,50961,1.0,0,0,0,0
2168752-2,537350,50961,1.0,0,0,0,0
2168753-2,537350,50961,1.0,0,0,0,0
2168754-2,537350,50961,1.0,0,0,0,0
2168883-2,537350,50961,1.0,0,0,0,0
2169657-2,537350,50961,1.0,0,0,0,0
1594899-55,537744,50907,1.0,0,0,0,2170471
2169033-2,538161,50928,1.0,0,0,0,0
2169221-2,538161,50928,1.0,0,0,0,0
2169670-2,538161,50928,1.0,0,0,0,0
2169696-2,538161,50928,1.0,0,0,0,0
2170089-2,538161,50928,1.0,0,0,0,0
2170323-2,538161,50928,1.0,0,0,0,0
2170350-2,538161,50928,1.0,0,0,0,0
50794-94,180,50984,0.0,0,0,0,2137715
2170483-6,180,50984,1.0,266,8,51,0
2160860-24,180,0,1.0,0,0,0,2170483
2160860-25,180,0,1.0,0,0,0,2170483
2119757-32,180,50984,1.0,0,0,0,0
2143861-50,180,50984,1.0,0,0,0,0
2143861-52,180,50984,1.0,0,0,0,0
2144468-39,180,50984,1.0,0,0,0,0
2148376-32,180,50984,1.0,0,0,0,0
2151826-50,180,50984,1.0,0,0,0,0
2144468-42,180,50984,1.0,0,0,0,0
2148376-34,180,50984,1.0,0,0,0,0
2151826-52,180,50984,1.0,0,0,0,0
2151826-54,180,50984,1.0,0,0,0,0
2166464-21,4,0,1.0,0,0,0,0
2170581-2,537996,50991,1.0,0,0,0,0
2170652-2,538166,50940,1.0,0,0,0,0
2170629-3,537996,51076,1.0,0,0,0,0
2170641-3,537996,51076,1.0,0,0,0,0
2170653-3,537996,51076,1.0,0,0,0,0
2171086-2,537996,51076,1.0,0,0,0,0
2171100-2,537996,51076,1.0,0,0,0,0
2171133-2,537996,51076,1.0,0,0,0,0
2171134-2,537996,51076,1.0,0,0,0,0
542102-101,180,51096,0.0,3,261,68,2170862
2170987-2,537996,51076,1.0,0,0,0,0
16526-359,537996,0,1.0,0,0,0,2171209
16526-360,537996,0,1.0,0,0,0,2171209
542102-108,180,51109,1.0,291,5,72,2170862
542102-120,180,51109,0.0,0,0,0,2171346
542102-123,180,51109,0.0,0,0,0,2171346
542102-128,180,51109,0.0,2,257,62,2171346
542102-131,180,51109,0.0,0,0,0,2171346
542102-134,180,51109,0.0,0,0,0,2171346
542102-137,180,51109,0.0,0,0,0,2171346
2170957-2,2014,50677,1.0,0,0,0,0
555422-87,2003,50680,1.0,0,0,0,2141907
589137-40,2003,50680,1.0,0,0,0,2166064
843211-43,2003,50680,1.0,0,0,0,2163734
860995-82,2003,50680,1.0,0,0,0,2121982
2053490-34,2003,50680,1.0,0,0,0,2162356
1701164-77,2003,50680,1.0,0,0,0,2158521
1733001-72,2003,50680,1.0,0,0,0,2153448
2058296-68,2003,50680,1.0,0,0,0,2141663
2086621-36,2003,50680,1.0,0,0,0,2161869
2092070-41,2003,50680,1.0,0,0,0,2162592
2113483-54,2003,50680,1.0,0,0,0,2146265
2134278-36,2003,50680,1.0,0,0,0,2160434
2160008-35,2003,50680,1.0,0,0,0,2163180
2147087-49,2003,50680,1.0,0,0,0,2162338
569550-81,2003,50680,1.0,0,0,0,2149585
2155672-31,2003,50680,1.0,0,0,0,2166526
2082640-54,2003,50680,1.0,0,0,0,2162856
2171341-2,537996,51077,1.0,0,0,0,0
2170804-3,2004,51042,1.0,0,0,0,0
2170805-3,2004,51042,1.0,0,0,0,0
2171037-3,2004,51042,1.0,0,0,0,0
2170627-2,2014,50677,1.0,0,0,0,0
2170642-2,2014,50677,1.0,0,0,0,0
2170648-2,2014,50677,1.0,0,0,0,0
2170656-3,2014,50677,1.0,0,0,0,2171284
2170660-2,2014,50677,1.0,0,0,0,0
2170662-2,2014,50677,1.0,0,0,0,0
2170677-2,2014,50677,1.0,0,0,0,0
2170684-2,2014,50677,1.0,0,0,0,2170757
2170757-2,2014,50677,1.0,0,0,0,0
2170773-3,2014,50677,1.0,0,0,0,0
2170977-2,2014,50677,1.0,0,0,0,0
2170978-2,2014,50677,1.0,0,0,0,0
2171136-2,2014,50677,1.0,0,0,0,0
2171221-2,2014,50677,1.0,0,0,0,0
2171222-2,2014,50677,1.0,0,0,0,0
2171223-2,2014,50677,1.0,0,0,0,0
2171224-2,2014,50677,1.0,0,0,0,0
2171225-2,2014,50677,1.0,0,0,0,0
2171235-2,2014,50677,1.0,0,0,0,0
2171236-2,2014,50677,1.0,0,0,0,0
2171238-2,2014,50677,1.0,0,0,0,0
2171243-2,2014,50677,1.0,0,0,0,0
2171246-2,2014,50677,1.0,0,0,0,0
2171248-2,2014,50677,1.0,0,0,0,0
2171284-2,2014,50677,1.0,0,0,0,0
2171293-2,2014,50677,1.0,0,0,0,0
2171294-2,2014,50677,1.0,0,0,0,0
2171308-2,2014,50677,1.0,0,0,0,0
118717-130,2014,50677,1.0,0,0,0,2151055
2171200-3,2004,51042,1.0,0,0,0,0
2171260-3,2004,51042,1.0,0,0,0,0
2150167-28,2004,51042,1.0,0,0,0,2164229
2124675-42,2004,51042,1.0,0,0,0,2160082
2144431-24,2004,51042,1.0,0,0,0,2167457
1579249-54,2014,50677,1.0,0,1,0,2165006
1278997-50,2014,50677,1.0,0,0,0,2151344
2125584-68,2014,50677,1.0,0,1,0,2171416
2158663-24,2014,50677,1.0,0,0,0,2166546
2170753-2,2015,51066,1.0,0,0,0,0
2170754-2,2015,51066,1.0,0,0,0,0
2170756-2,2015,51066,1.0,0,0,0,0
2170758-2,2015,51066,1.0,0,0,0,0
2170929-2,2015,51066,1.0,0,0,0,0
2171124-2,2015,51066,1.0,0,0,0,0
2170755-2,2015,51066,1.0,0,0,0,0
2170814-2,2016,51081,1.0,0,0,0,0
2171139-4,2015,51066,1.0,0,0,0,0
2170817-2,2016,51081,1.0,0,0,0,0
2170820-2,2016,51081,1.0,0,0,0,0
2170818-2,2016,51081,1.0,0,0,0,0
2170819-2,2016,51081,1.0,0,0,0,0
2170917-2,2016,51081,1.0,0,0,0,0
2170821-2,2001,51079,1.0,0,0,0,0
2170825-2,2001,51079,1.0,0,0,0,0
2170826-2,2001,51079,1.0,0,0,0,0
2171107-2,2001,51079,1.0,0,0,0,0
2171130-2,2001,51079,1.0,0,0,0,0
2171175-2,2001,51079,1.0,0,0,0,0
2171181-2,2001,51079,1.0,0,0,0,0
2171186-2,2001,51079,1.0,0,0,0,0
2171191-2,2001,51079,1.0,0,0,0,0
2171220-2,2001,51079,1.0,0,0,0,0
2171229-2,2001,51079,1.0,0,0,0,0
2171256-2,2001,51079,1.0,0,0,0,0
2170925-2,2016,51081,1.0,0,0,0,0
2142912-23,2016,51081,1.0,0,0,0,0
2149684-25,2001,51079,1.0,0,0,0,2164745
2077632-24,2015,51066,1.0,0,0,0,2150609
2152817-22,2001,51079,1.0,0,0,0,2165000
347559-117,2003,50680,1.0,0,0,0,2055201
491667-87,2003,50680,1.0,0,0,0,2115982
514402-80,2003,50680,1.0,0,0,0,2143797
534167-68,2003,50680,1.0,0,0,0,2127215
581819-88,2003,50680,1.0,0,0,0,2164578
582428-121,2003,50680,1.0,0,0,0,2158072
601739-72,2003,50680,1.0,0,0,0,2160352
786748-95,2003,50680,1.0,0,0,0,2141148
1598721-34,2003,50680,1.0,0,0,0,2162355
946239-61,2003,50680,1.0,0,0,0,2153222
1806183-70,2003,50680,1.0,0,0,0,2151464
2025097-59,2003,50680,1.0,0,0,0,2157966
2095629-34,2003,50680,1.0,0,0,0,2160255
2077969-57,2003,50680,1.0,0,0,0,2144808
2085403-54,2003,50680,1.0,0,0,0,2149930
2116448-51,2003,50680,1.0,0,0,0,2164820
2133131-52,2003,50680,1.0,0,0,0,2164122
2151829-50,2003,50680,1.0,0,0,0,0
2120405-42,2016,51081,1.0,0,0,0,2160053
2127568-25,2016,51081,1.0,0,0,0,2164599
2151082-23,2016,51081,1.0,0,0,0,0
2144632-36,2003,50680,1.0,0,0,0,2165922
2143904-26,2016,51081,1.0,0,0,0,2164266
348637-138,2003,50680,1.0,0,0,0,2160684
494113-85,2003,50680,1.0,0,0,0,2153479
1570783-39,2010,50682,1.0,0,0,0,2152135
2139995-36,2010,50682,1.0,0,0,0,2165801
2091788-35,2010,50682,1.0,0,0,0,2165574
2075450-32,2010,50682,1.0,0,1,0,2171450
2170536-3,537859,51104,1.0,0,0,0,0
2171213-2,537859,51104,1.0,0,0,0,0
542102-144,180,51113,0.0,3,256,59,2171346
542102-150,180,51113,0.0,12,247,60,2171542
2170896-2,537236,51071,1.0,0,0,0,0
2170934-2,537236,51071,1.0,0,0,0,0
2170934-3,537236,51071,1.0,0,0,0,0
2171140-2,537236,51071,1.0,0,0,0,0
2171233-2,537236,51071,1.0,0,0,0,0
2171298-2,537236,51071,1.0,0,0,0,0
2171299-2,537236,51071,1.0,0,0,0,0
2171301-2,537236,51071,1.0,0,0,0,0
2171304-2,537236,51071,1.0,0,0,0,0
2171305-2,537236,51071,1.0,0,0,0,0
2171307-2,537236,51071,1.0,0,0,0,0
2171279-3,5503,51050,1.0,0,0,0,0
2080566-39,5503,51050,1.0,0,0,0,2160697
619480-72,5503,51050,1.0,0,0,0,0
2138723-29,5503,51050,1.0,0,0,0,2151776
2171182-2,537974,51070,1.0,0,0,0,0
2171183-2,537974,51070,1.0,0,0,0,0
2171184-2,537974,51070,1.0,0,0,0,0
2171210-2,537974,51070,1.0,0,0,0,0
2169557-4,538147,51110,1.0,0,0,0,0
2169515-4,538147,51110,1.0,0,0,0,0
2169551-4,538147,51110,1.0,0,0,0,0
542102-154,180,51112,0.0,1,259,72,2171542
542102-156,180,51112,1.0,367,1,52,2171542
542102-160,180,51112,0.0,17,250,40,2171542
542102-163,180,51112,0.0,78,234,50,2171542
542102-169,180,51112,1.0,263,8,66,2171542
542102-172,180,51112,0.0,0,0,0,2171542
542102-178,180,51112,1.0,0,0,0,2171542
542102-184,180,51112,1.0,268,2,38,2171542
2166600-22,4,0,1.0,0,0,0,0
2075763-45,180,51143,1.0,0,0,0,0
2075763-47,180,51143,1.0,0,0,0,0
2133010-35,4,0,1.0,0,0,0,0
589055-38,2003,51156,1.0,0,0,0,2165505
2056904-36,2003,51156,1.0,0,0,0,2162177
1996743-61,2003,51156,1.0,0,0,0,2153519
2091448-58,2003,51156,1.0,0,0,0,2156097
2171209-2,537996,51158,1.0,0,0,0,0
2171363-2,537996,51158,1.0,0,0,0,0
2171540-2,537996,51158,1.0,0,0,0,0
2172060-2,537996,51158,1.0,0,0,0,0
1198946-55,2003,51156,1.0,0,0,0,2162710
534065-66,2003,51156,1.0,0,0,0,2170772
2164234-38,180,51183,0.0,3,260,38,0
2164234-40,180,51183,0.0,0,0,0,0
2164234-43,180,51183,0.0,0,0,0,0
2164234-47,180,51183,0.0,6,326,36,0
573774-81,2003,51156,1.0,0,0,0,2163502
737920-35,2003,51156,1.0,0,0,0,2162472
1555452-37,2003,51156,1.0,0,0,0,2165506
976389-66,2003,51156,1.0,0,0,0,2146965
1198010-76,2003,51156,1.0,0,0,0,2164735
1713454-67,2003,51156,1.0,0,0,0,2165861
2077132-52,2003,51156,1.0,0,0,0,2152003
2129656-36,2003,51156,1.0,0,0,0,2164189
2164022-19,2003,51156,1.0,0,0,0,2171286
2171440-2,537996,51158,1.0,0,0,0,0
955551-77,2003,51156,1.0,0,0,0,2166586
1307508-42,2003,51156,1.0,0,0,0,0
1514645-94,2003,51156,1.0,0,0,0,2160817
1548929-39,2003,51156,1.0,0,0,0,2172199
2076723-38,2003,51156,1.0,0,0,0,2172157
2170480-4,537954,51218,1.0,0,0,0,0
2170688-4,537954,51218,1.0,0,0,0,0
2170197-2,538168,51184,1.0,0,0,0,0
2172134-2,538168,51184,1.0,0,0,0,0
2164234-52,180,51195,0.0,4,318,79,0
2170871-2,2011,51127,1.0,0,0,0,0
2151791-41,2008,50685,1.0,0,0,0,2171942
2171262-2,2015,51150,1.0,0,0,0,0
2128950-24,2015,51150,1.0,0,0,0,2187849
2158479-5,537810,51137,1.0,0,0,0,0
2158482-5,537810,51137,1.0,0,0,0,0
2162444-4,537810,51137,1.0,0,0,0,0
2162852-4,537810,51137,1.0,0,0,0,0
2163654-4,537810,51137,1.0,0,0,0,0
2166442-4,537810,51137,1.0,0,0,0,0
2166802-3,537810,51137,1.0,0,0,0,0
2168379-2,537810,51137,1.0,0,0,0,0
2168380-2,537810,51137,1.0,0,0,0,0
2172198-2,536996,51149,1.0,0,0,0,0
2172156-2,537996,51159,1.0,0,0,0,0
2171505-3,537871,51140,1.0,0,0,0,0
2169571-5,538147,51174,1.0,0,0,0,0
2172322-4,537871,51140,1.0,0,0,0,0
2172343-6,537871,51140,1.0,0,0,0,0
2171459-2,2008,50685,1.0,0,0,0,0
2171461-2,2008,50685,1.0,0,0,0,0
2172065-2,2008,50685,1.0,0,0,0,0
2171365-2,2014,51132,1.0,0,0,0,0
2171379-2,2014,51132,1.0,0,0,0,0
2171390-2,2014,51132,1.0,0,0,0,0
2171632-3,2014,51132,1.0,0,0,0,2172099
2171936-2,2014,51132,1.0,0,0,0,0
2172099-2,2014,51132,1.0,0,0,0,0
2172179-2,2014,51132,1.0,0,0,0,0
2172180-2,2014,51132,1.0,0,0,0,0
2172181-2,2014,51132,1.0,0,0,0,0
2172212-2,2014,51132,1.0,0,0,0,0
2163133-35,2008,50685,1.0,0,0,0,2171941
1301482-42,2014,51132,1.0,0,0,0,2150467
503888-131,2014,51132,1.0,0,0,0,2165068
2055016-44,2014,51132,1.0,0,0,0,2141035
501638-91,2014,51132,1.0,0,0,0,2165065
2147829-29,2014,51132,1.0,0,0,0,2163227
2165950-3,2012,51123,1.0,0,0,0,0
516496-73,2014,51132,1.0,0,0,0,2172530
2139960-40,2003,51163,1.0,0,0,0,2165919
2165131-3,2006,51106,1.0,0,0,0,0
2170650-2,6174,51186,1.0,0,0,0,0
2170728-2,6174,51186,1.0,0,0,0,0
2172105-2,6174,51186,1.0,0,0,0,0
2164239-2,2011,51127,1.0,0,0,0,0
2164678-2,2011,51127,1.0,0,0,0,0
2171545-3,2006,51106,1.0,0,0,0,0
2171948-3,2006,51106,1.0,0,0,0,0
2172154-3,2006,51106,1.0,0,0,0,0
2170867-2,2011,51127,1.0,0,0,0,0
1618095-59,6174,51186,1.0,0,0,0,2163261
2172085-3,2006,51106,1.0,0,0,0,0
2171300-2,2017,51167,1.0,0,0,0,0
2145314-23,2001,51122,1.0,0,0,0,0
2172086-3,2006,51106,1.0,0,0,0,0
2172087-2,2006,51106,1.0,0,0,0,0
2172082-2,2017,51167,1.0,0,0,0,0
2170923-2,2011,51127,1.0,0,0,0,0
2172083-2,2017,51167,1.0,0,0,0,0
2170931-3,2016,51128,1.0,0,0,0,0
2171104-2,2011,51127,1.0,0,0,0,0
2171105-2,2011,51127,1.0,0,0,0,0
2171106-2,2011,51127,1.0,0,0,0,0
2172183-3,2006,51106,1.0,0,0,0,0
955596-35,2016,51128,1.0,0,0,0,2166884
2172206-3,2006,51106,1.0,0,0,0,0
2139827-28,2016,51128,1.0,0,0,0,2164249
2087161-55,2015,51150,1.0,0,0,0,0
520035-38,2011,51127,1.0,0,0,0,2144525
2132841-34,2016,51128,1.0,0,0,0,2158167
567824-41,2011,51127,1.0,0,0,0,2153096
2125467-34,2006,51106,1.0,0,0,0,2165525
2172106-2,2001,51122,1.0,0,0,0,0
2171950-3,2002,51154,1.0,0,0,0,0
2114601-35,6174,51186,1.0,0,0,0,2153268
2172205-2,2001,51122,1.0,0,0,0,0
2172025-2,2015,51150,1.0,0,0,0,0
2172015-2,2015,51150,1.0,0,0,0,0
2172020-2,2015,51150,1.0,0,0,0,0
2172022-2,2015,51150,1.0,0,0,0,0
