idVotacao,voto,deputado_id,deputado_siglaPartido,pardido_id,deputado_siglaUf
109150-238,-1.0,74665,PSD,36834,MG
109150-238,0.0,73926,PSB,36832,AP
109150-238,-1.0,131943,PMDB,36800,PE
109150-238,-1.0,74273,PSD,36834,SP
109150-238,-1.0,160570,PP,36809,RS
109150-238,-1.0,178839,PMDB,36800,AC
109150-238,-1.0,178842,PSB,36832,AL
109150-238,0.0,141503,PCdoB,36779,MG
109150-238,-1.0,74366,PRB,36815,GO
109150-238,-1.0,141458,PR,36814,BA
109150-238,0.0,178970,PT,36844,SE
109150-238,-1.0,178856,PSDB,36835,BA
109150-238,-1.0,112437,PMDB,36800,MA
109150-238,-1.0,178967,DEM,36769,SC
109150-238,-1.0,178988,PSDB,36835,SP
109150-238,-1.0,178910,PSD,36834,PA
109150-238,-1.0,194262,PMDB,36800,RS
109150-238,-1.0,74388,PP,36809,SC
109150-238,-1.0,160572,PTB,36845,PE
109150-238,0.0,178857,PT,36844,BA
109150-238,-1.0,160509,PR,36814,SC
109150-238,-1.0,74553,DEM,36769,BA
109150-238,1.0,131966,PMDB,36800,RS
109150-238,0.0,141470,PT,36844,CE
109150-238,0.0,74275,PT,36844,SP
109150-238,-1.0,160619,PSD,36834,BA
109150-238,-1.0,74079,PMDB,36800,PA
109150-238,-1.0,73714,S.PART.,36852,MA
109150-238,-1.0,74554,PR,36814,BA
109150-238,0.0,160607,PSB,36832,RS
109150-238,-1.0,74351,PTB,36845,PA
109150-238,-1.0,178851,PODE,36896,AP
109150-238,-1.0,67312,PSC,36833,PA
109150-238,-1.0,74317,PSD,36834,PI
109150-238,0.0,73586,PSB,36832,MG
109150-238,-1.0,178885,PEN,36761,MA
109150-238,-1.0,160544,PSD,36834,SP
109150-238,-1.0,178886,DEM,36769,MA
109150-238,-1.0,74570,PSDB,36835,BA
109150-238,0.0,160659,PSB,36832,SP
109150-238,-1.0,141478,PR,36814,DF
109150-238,-1.0,178894,SD,36765,MG
109150-238,-1.0,74856,DEM,36769,RJ
109150-238,-1.0,141480,PP,36809,TO
109150-238,0.0,178832,PV,36851,PR
109150-238,-1.0,141562,PMDB,36800,ES
109150-238,0.0,178825,PT,36844,AC
109150-238,0.0,74156,PT,36844,MG
109150-238,-1.0,141482,PMDB,36800,MG
109150-238,-1.0,74299,PDT,36786,CE
109150-238,0.0,160663,PSB,36832,PR
109150-238,1.0,74585,PRB,36815,MG
109150-238,-1.0,141483,PRB,36815,RO
109150-238,-1.0,74277,PSDB,36835,SP
109150-238,-1.0,178879,SD,36765,GO
109150-238,0.0,160628,PCdoB,36779,PE
109150-238,0.0,178931,PSB,36832,PR
109150-238,1.0,178954,PMDB,36800,RO
109150-238,-1.0,141484,PR,36814,PA
109150-238,-1.0,94931,PMDB,36800,BA
109150-238,-1.0,73483,PP,36809,RS
109150-238,-1.0,73778,PSDB,36835,PR
109150-238,1.0,178802,PODE,36896,RJ
109150-238,-1.0,178955,PR,36814,RO
109150-238,0.0,74041,PT,36844,PB
109150-238,0.0,178982,PSB,36832,SP
109150-238,-1.0,162332,PR,36814,PR
109150-238,0.0,74688,PT,36844,RJ
109150-238,0.0,74784,PSOL,36839,SP
109150-238,-1.0,178867,PP,36809,CE
109150-238,-1.0,166402,PR,36814,GO
109150-238,-1.0,151965,PP,36809,PI
109150-238,1.0,178826,SD,36765,SP
109150-238,-1.0,160633,DEM,36769,MS
109150-238,-1.0,179000,PR,36814,MG
109150-238,-1.0,146788,PHS,36793,MG
109150-238,-1.0,74460,PMDB,36800,PI
109150-238,-1.0,118594,PRB,36815,SP
109150-238,-1.0,178983,PR,36814,SP
109150-238,-1.0,150418,PRB,36815,BA
109150-238,-1.0,160536,PSDB,36835,SC
109150-238,0.0,160535,PT,36844,RS
109150-238,-1.0,178880,PPS,36813,GO
109150-238,-1.0,141500,PSD,36834,MG
109150-238,-1.0,167722,DEM,36769,RO
109150-238,-1.0,74235,PP,36809,ES
109150-238,0.0,171619,PT,36844,MG
109150-238,0.0,74398,PT,36844,RS
109150-238,0.0,64960,PSB,36832,RR
109150-238,-1.0,178956,PSDB,36835,RO
109150-238,-1.0,178919,PSB,36832,PE
109150-238,-1.0,74177,PMDB,36800,RO
109150-238,-1.0,74158,PDT,36786,MG
109150-238,-1.0,178858,PP,36809,BA
109150-238,-1.0,74749,PMDB,36800,MG
109150-238,-1.0,141507,PMDB,36800,SC
109150-238,1.0,124411,PMDB,36800,RS
109150-238,-1.0,178984,PSDB,36835,SP
109150-238,-1.0,178985,PR,36814,SP
109150-238,-1.0,74787,PR,36814,SP
109150-238,0.0,74862,REDE,36886,RJ
109150-238,-1.0,160561,DEM,36769,SP
109150-238,0.0,195278,PCdoB,36779,AC
109150-238,-1.0,178997,PMDB,36800,CE
109150-238,-1.0,73553,PTB,36845,SP
109150-238,-1.0,73781,PP,36809,PR
109150-238,1.0,160566,PSDB,36835,PR
109150-238,0.0,74571,PT,36844,BA
109150-238,-1.0,166401,PSDB,36835,MT
109150-238,-1.0,74352,PSDB,36835,PA
109150-238,0.0,178986,PT,36844,SP
109150-238,-1.0,74359,PTB,36845,RO
109150-238,1.0,194260,PRP,36824,AL
109150-238,-1.0,74399,DEM,36769,RS
109150-238,0.0,160556,PT,36844,MG
109150-238,-1.0,74319,PTB,36845,PI
109150-238,0.0,160642,PHS,36793,PE
109150-238,0.0,74160,PT,36844,MG
109150-238,-1.0,74095,DEM,36769,AM
109150-238,0.0,171617,PT,36844,AL
109150-238,-1.0,141516,PSDB,36835,MG
109150-238,-1.0,178860,DEM,36769,BA
109150-238,-1.0,74017,PR,36814,RJ
109150-238,0.0,160517,PSB,36832,ES
109150-238,-1.0,160558,PR,36814,SP
109150-238,-1.0,74574,PSD,36834,BA
109150-238,-1.0,141518,SD,36765,SP
109150-238,-1.0,74812,PMDB,36800,GO
109150-238,-1.0,178912,PSDB,36835,PB
109150-238,-1.0,74449,PTB,36845,MA
109150-238,-1.0,122158,PMDB,36800,RJ
109150-238,-1.0,178844,PSDB,36835,AL
109150-238,0.0,141445,PT,36844,RS
109150-238,-1.0,195997,PPS,36813,SP
109150-238,-1.0,73486,PDT,36786,RS
109150-238,-1.0,160601,PSC,36833,SP
109150-238,-1.0,200153,PMDB,36800,AM
109150-238,-1.0,148134,PSC,36833,MT
109150-238,0.0,160641,PCdoB,36779,AP
109150-238,-1.0,74216,PSDB,36835,CE
109150-238,0.0,74161,PT,36844,MG
109150-238,-1.0,73786,PSD,36834,PR
109150-238,-1.0,178960,PR,36814,RR
109150-238,-1.0,178989,PODE,36896,SP
109150-238,-1.0,141527,PP,36809,RS
109150-238,-1.0,160654,PP,36809,MG
109150-238,-1.0,160655,PP,36809,SP
109150-238,-1.0,178920,PODE,36896,PE
109150-238,-1.0,73674,PP,36809,GO
109150-238,-1.0,141529,PP,36809,BA
109150-238,-1.0,160653,PV,36851,SP
109150-238,-1.0,73805,PPS,36813,SP
109150-238,-1.0,88950,DEM,36769,SP
109150-238,0.0,74693,DEM,36769,RJ
109150-238,0.0,178926,PSB,36832,PI
109150-238,-1.0,178897,PMDB,36800,MG
109150-238,-1.0,160651,PMDB,36800,SC
109150-238,1.0,160515,PMDB,36800,SC
109150-238,-1.0,178861,PP,36809,BA
109150-238,-1.0,160637,PROS,36763,DF
109150-238,0.0,178845,PDT,36786,AL
109150-238,-1.0,122466,PRB,36815,CE
109150-238,-1.0,146949,AVANTE,36898,AL
109150-238,-1.0,73466,PPS,36813,PR
109150-238,0.0,74371,PT,36844,GO
109150-238,0.0,178887,PCdoB,36779,MA
109150-238,-1.0,74372,PP,36809,GO
109150-238,-1.0,160621,PSD,36834,PR
109150-238,-1.0,141542,PTB,36845,RS
109150-238,-1.0,178991,PRB,36815,SP
109150-238,-1.0,178933,PMDB,36800,PR
109150-238,-1.0,178874,PDT,36786,ES
109150-238,0.0,167614,PSB,36832,PE
109150-238,1.0,187008,PODE,36896,PI
109150-238,-1.0,4930,AVANTE,36898,PE
109150-238,-1.0,73560,PSDB,36835,SP
109150-238,-1.0,73424,PP,36809,RJ
109150-238,-1.0,178911,PMDB,36800,PA
109150-238,-1.0,178947,DEM,36769,RJ
109150-238,-1.0,92776,PSD,36834,MG
109150-238,-1.0,177282,PDT,36786,MG
109150-238,0.0,178922,PSB,36832,PE
109150-238,0.0,178898,PSB,36832,MG
109150-238,-1.0,178901,DEM,36769,MS
109150-238,-1.0,160617,PSD,36834,GO
109150-238,1.0,160976,PR,36814,SP
109150-238,-1.0,178934,PROS,36763,PR
109150-238,-1.0,195866,PROS,36763,CE
109150-238,0.0,141384,PSB,36832,SE
109150-238,1.0,74010,PMDB,36800,SC
109150-238,0.0,160610,PT,36844,BA
109150-238,0.0,113247,PT,36844,SP
109150-238,0.0,141552,PSB,36832,MT
109150-238,0.0,74376,PT,36844,MS
109150-238,-1.0,141553,PSDB,36835,SP
109150-238,-1.0,178913,PMDB,36800,PB
109150-238,0.0,74283,PT,36844,SP
109150-238,-1.0,141555,PRB,36815,SP
109150-238,-1.0,178992,PSDB,36835,SP
109150-238,-1.0,178869,PMDB,36800,CE
109150-238,0.0,189593,PT,36844,RJ
109150-238,0.0,160569,PT,36844,BA
109150-238,1.0,141558,AVANTE,36898,MA
109150-238,-1.0,160631,PEN,36761,RJ
109150-238,-1.0,178952,PMDB,36800,RN
109150-238,-1.0,141560,PSD,36834,SP
109150-238,-1.0,160518,PROS,36763,MG
109150-238,-1.0,74043,PR,36814,PB
109150-238,1.0,74439,PDT,36786,PE
109150-238,-1.0,191945,PMDB,36800,RJ
109150-238,0.0,178889,PT,36844,MA
109150-238,-1.0,160632,SD,36765,MG
109150-238,-1.0,178923,PTB,36845,PE
109150-238,0.0,178902,PT,36844,MS
109150-238,1.0,178949,PR,36814,RN
1214970-100,1.0,178957,DEM,36769,RR
1214970-100,-1.0,178864,PODE,36896,CE
1214970-100,1.0,178890,PT,36844,MG
1214970-100,1.0,178968,PR,36814,SE
1214970-100,1.0,178903,PRB,36815,MT
1214970-100,-1.0,141372,PR,36814,MG
1214970-100,1.0,160508,PT,36844,BA
1214970-100,1.0,136811,PP,36809,RS
1214970-100,1.0,178835,PDT,36786,RS
1214970-100,1.0,178836,DEM,36769,AC
1214970-100,1.0,73579,DEM,36769,DF
1214970-100,-1.0,160559,MDB,36899,RS
1214970-100,1.0,160511,PSB,36832,RJ
1214970-100,-1.0,73458,PTB,36845,PR
1214970-100,-1.0,178972,PPS,36813,SP
1214970-100,-1.0,178833,PSD,36834,RJ
1214970-100,-1.0,141454,PP,36809,PR
1214970-100,1.0,178846,PR,36814,AM
1214970-100,1.0,178927,PSB,36832,PR
1214970-100,-1.0,178937,PR,36814,RJ
1214970-100,1.0,178973,PT,36844,SP
1214970-100,-1.0,178831,PP,36809,AP
1214970-100,-1.0,195143,PROS,36763,PB
1214970-100,1.0,133439,PDT,36786,CE
1214970-100,-1.0,178882,PP,36809,MA
1214970-100,1.0,178837,PT,36844,AC
1214970-100,1.0,74213,PDT,36786,CE
1214970-100,-1.0,160553,PSD,36834,BA
1214970-100,1.0,141383,PRB,36815,SP
1214970-100,-1.0,160530,PSDB,36835,BA
1214970-100,1.0,178950,PODE,36896,RN
1214970-100,1.0,73434,PP,36809,SP
1214970-100,-1.0,141391,PPS,36813,SP
1214970-100,-1.0,160602,PPS,36813,PA
1214970-100,-1.0,74833,PSD,36834,RJ
1214970-100,-1.0,160541,PP,36809,AL
1214970-100,-1.0,160600,DEM,36769,BA
1214970-100,1.0,159237,PT,36844,PI
1214970-100,1.0,74378,PDT,36786,PR
1214970-100,-1.0,74090,PP,36809,AM
1214970-100,1.0,74459,PSB,36832,PI
1214970-100,1.0,73655,SD,36765,DF
1214970-100,1.0,160665,SD,36765,PE
1214970-100,1.0,69871,PODE,36896,BA
1214970-100,-1.0,178975,MDB,36899,SP
1214970-100,-1.0,178834,PSB,36832,BA
1214970-100,1.0,73701,PT,36844,RJ
1214970-100,-1.0,74535,PTB,36845,BA
1214970-100,1.0,141335,PT,36844,PA
1214970-100,-1.0,73437,MDB,36899,SP
1214970-100,-1.0,141513,DEM,36769,MG
1214970-100,1.0,160538,PT,36844,RS
1214970-100,-1.0,141394,PSDB,36835,PE
1214970-100,1.0,178938,PATRI,37900,RJ
1214970-100,-1.0,178865,AVANTE,36898,CE
1214970-100,-1.0,105112,MDB,36899,AP
1214970-100,-1.0,93083,PP,36809,BA
1214970-100,1.0,178853,PT,36844,BA
1214970-100,-1.0,194261,PODE,36896,RS
1214970-100,1.0,178829,PR,36814,SP
1214970-100,1.0,178924,PR,36814,PI
1214970-100,-1.0,178958,PHS,36793,RR
1214970-100,1.0,178962,PRB,36815,RS
1214970-100,-1.0,178993,DEM,36769,TO
1214970-100,-1.0,74163,PSL,36837,ES
1214970-100,1.0,74262,PSDB,36835,SP
1214970-100,1.0,164360,PPS,36813,SC
1214970-100,-1.0,73441,PRB,36815,SP
1214970-100,-1.0,178838,PSB,36832,AC
1214970-100,-1.0,73720,PSD,36834,SC
1214970-100,1.0,74171,PSOL,36839,RJ
1214970-100,1.0,141439,PDT,36786,RJ
1214970-100,1.0,141440,PCdoB,36779,CE
1214970-100,1.0,178928,PR,36814,PR
1214970-100,1.0,178841,PHS,36793,AL
1214970-100,1.0,178939,PROS,36763,RJ
1214970-100,-1.0,74537,PP,36809,BA
1214970-100,1.0,178848,PSDB,36835,AM
1214970-100,-1.0,178963,PP,36809,RS
1214970-100,1.0,141411,PDT,36786,MS
1214970-100,-1.0,178892,PODE,36896,MG
1214970-100,1.0,74060,PCdoB,36779,BA
1214970-100,-1.0,178916,PPS,36813,PE
1214970-100,-1.0,144523,MDB,36899,GO
1214970-100,-1.0,160528,PSB,36832,PE
1214970-100,-1.0,62881,PSDB,36835,CE
1214970-100,-1.0,73891,MDB,36899,RS
1214970-100,1.0,141413,PT,36844,SC
1214970-100,-1.0,178908,PSD,36834,PA
1214970-100,-1.0,178893,PR,36814,MG
1214970-100,1.0,160646,PSL,36837,PR
1214970-100,1.0,74172,PTB,36845,RJ
1214970-100,-1.0,160588,PSD,36834,MG
1214970-100,-1.0,178929,PODE,36896,PR
1214970-100,-1.0,160758,PSDB,36835,MG
1214970-100,1.0,160643,SD,36765,ES
1214970-100,-1.0,178994,MDB,36899,TO
1214970-100,-1.0,141417,PR,36814,RR
1214970-100,-1.0,160578,PSD,36834,PR
1214970-100,1.0,134812,PSOL,36839,PA
1214970-100,-1.0,74655,PSDB,36835,MG
1214970-100,-1.0,92346,PSL,36837,SP
1214970-100,-1.0,178977,PSDB,36835,SP
1214970-100,-1.0,74075,MDB,36899,PA
1214970-100,0.0,181316,PSB,36832,MS
1214970-100,-1.0,178854,DEM,36769,BA
1214970-100,1.0,132504,PT,36844,PR
1214970-100,1.0,160575,PT,36844,DF
1214970-100,1.0,160640,PROS,36763,MG
1214970-100,1.0,160649,PP,36809,SC
1214970-100,1.0,178871,PP,36809,ES
1214970-100,-1.0,178930,PSD,36834,PR
1214970-100,1.0,178953,PSD,36834,RO
1214970-100,-1.0,178904,PP,36809,MT
1214970-100,-1.0,178941,PODE,36896,RJ
1214970-100,-1.0,171623,MDB,36899,SE
1214970-100,1.0,160587,PSD,36834,MS
1214970-100,-1.0,141430,PROS,36763,RJ
1214970-100,-1.0,72442,PSB,36832,PE
1214970-100,-1.0,141429,DEM,36769,RN
1214970-100,1.0,160666,PDT,36786,BA
1214970-100,-1.0,141431,DEM,36769,PE
1214970-100,1.0,178978,PSC,36833,SP
1214970-100,-1.0,178979,PSDB,36835,SP
1214970-100,-1.0,178907,PODE,36896,PA
1214970-100,1.0,141441,PSC,36833,MG
1214970-100,-1.0,178966,PSDB,36835,SC
1214970-100,-1.0,74374,PSDB,36835,MS
1214970-100,1.0,74270,PSC,36833,SP
1214970-100,-1.0,160673,PR,36814,RS
1214970-100,-1.0,178996,MDB,36899,RS
1214970-100,-1.0,178878,PSDB,36835,GO
1214970-100,1.0,74558,AVANTE,36898,AL
1214970-100,1.0,178872,PCdoB,36779,ES
1214970-100,1.0,152605,PSOL,36839,RJ
1214970-100,-1.0,129618,PR,36814,CE
1214970-100,1.0,178980,PSD,36834,SP
1214970-100,-1.0,160667,PP,36809,SP
1214970-100,0.0,178964,PSB,36832,RS
1214970-100,1.0,178873,PT,36844,ES
1214970-100,1.0,73482,PT,36844,RS
1214970-100,1.0,97707,DEM,36769,PI
1214970-100,-1.0,178981,MDB,36899,SP
1214970-100,-1.0,73772,MDB,36899,PR
1214970-100,-1.0,160596,PP,36809,GO
1214970-100,-1.0,178959,PP,36809,RR
1214970-100,-1.0,141450,PSD,36834,RJ
1214970-100,-1.0,160674,PRB,36815,PB
1214970-100,-1.0,141389,PSD,36834,RJ
1214970-100,-1.0,67138,PP,36809,PI
1214970-100,1.0,178855,PSC,36833,BA
1214970-100,1.0,74665,PROS,36763,MG
1214970-100,-1.0,74847,PSL,36837,RJ
1214970-100,-1.0,131943,MDB,36899,PE
1214970-100,-1.0,74273,PSB,36832,SP
1214970-100,-1.0,160570,PP,36809,RS
1214970-100,-1.0,178839,MDB,36899,AC
1214970-100,1.0,160531,PRB,36815,RR
1214970-100,-1.0,160573,MDB,36899,PR
1214970-100,-1.0,74366,PRB,36815,GO
1214970-100,-1.0,141458,PR,36814,BA
1214970-100,1.0,178970,PT,36844,SE
1214970-100,1.0,178965,REDE,36886,RS
1214970-100,-1.0,178856,PSDB,36835,BA
1214970-100,-1.0,112437,MDB,36899,MA
1214970-100,1.0,178967,DEM,36769,SC
1214970-100,-1.0,178988,PSDB,36835,SP
1214970-100,-1.0,178910,PSD,36834,PA
1214970-100,1.0,178971,PRB,36815,SE
1214970-100,-1.0,160572,PTB,36845,PE
1214970-100,1.0,160509,PR,36814,SC
1214970-100,-1.0,74140,PR,36814,BA
1214970-100,1.0,141470,PT,36844,CE
1214970-100,1.0,74275,PT,36844,SP
1214970-100,-1.0,160619,PSD,36834,BA
1214970-100,-1.0,160607,PSB,36832,RS
1214970-100,-1.0,114941,PROS,36763,TO
1214970-100,1.0,74141,PT,36844,BA
1214970-100,-1.0,67312,PSC,36833,PA
1214970-100,-1.0,74317,PSD,36834,PI
1214970-100,-1.0,74253,PP,36809,RJ
1214970-100,-1.0,160544,MDB,36899,SP
1214970-100,-1.0,74570,PSDB,36835,BA
1214970-100,-1.0,141478,PR,36814,DF
1214970-100,-1.0,178894,PODE,36896,MG
1214970-100,-1.0,141480,PP,36809,TO
1214970-100,-1.0,141562,MDB,36899,ES
1214970-100,1.0,178825,PT,36844,AC
1214970-100,-1.0,141482,MDB,36899,MG
1214970-100,1.0,74299,PDT,36786,CE
1214970-100,-1.0,160663,PSB,36832,PR
1214970-100,-1.0,141483,PRB,36815,RO
1214970-100,-1.0,74277,PSDB,36835,SP
1214970-100,1.0,81366,PSC,36833,MA
1214970-100,1.0,178954,MDB,36899,RO
1214970-100,-1.0,141484,PR,36814,PA
1214970-100,-1.0,94931,MDB,36899,BA
1214970-100,-1.0,73483,PP,36809,RS
1214970-100,-1.0,73778,PSDB,36835,PR
1214970-100,1.0,178802,PR,36814,RJ
1214970-100,-1.0,178955,PR,36814,RO
1214970-100,1.0,74041,PT,36844,PB
1214970-100,-1.0,162332,PR,36814,PR
1214970-100,1.0,74688,PT,36844,RJ
1214970-100,1.0,74784,PSOL,36839,SP
1214970-100,1.0,178866,PT,36844,CE
1214970-100,-1.0,178867,PP,36809,CE
1214970-100,-1.0,160565,PSDB,36835,SP
1214970-100,-1.0,179000,PSL,36837,MG
1214970-100,-1.0,74460,MDB,36899,PI
1214970-100,1.0,195826,PR,36814,RJ
1214970-100,1.0,76287,PSD,36834,RJ
1214970-100,-1.0,74278,PODE,36896,SP
1214970-100,-1.0,118594,PRB,36815,SP
1214970-100,-1.0,178983,PR,36814,SP
1214970-100,-1.0,179001,MDB,36899,RS
1214970-100,1.0,150418,PRB,36815,BA
1214970-100,-1.0,178942,MDB,36899,RJ
1214970-100,1.0,160535,PT,36844,RS
1214970-100,-1.0,74470,PSC,36833,PB
1214970-100,-1.0,178880,PPS,36813,GO
1214970-100,-1.0,141500,PSD,36834,MG
1214970-100,-1.0,178852,PSD,36834,AP
1214970-100,1.0,178943,DEM,36769,RJ
1214970-100,-1.0,159238,PSDB,36835,MG
1214970-100,1.0,74398,PT,36844,RS
1214970-100,1.0,178956,PSDB,36835,RO
1214970-100,-1.0,178858,PP,36809,BA
1214970-100,-1.0,178843,PSD,36834,AL
1214970-100,-1.0,74050,PR,36814,AL
1214970-100,-1.0,74749,MDB,36899,MG
1214970-100,-1.0,74428,DEM,36769,PE
1214970-100,-1.0,178984,PSDB,36835,SP
1214970-100,-1.0,178985,PR,36814,SP
1214970-100,1.0,74862,REDE,36886,RJ
1214970-100,-1.0,178895,PSD,36834,MG
