"idEvento";"uriEvento";"tituloRequerimento";"uriRequerimento"
"58770";"https://dadosabertos.camara.leg.br/api/v2/eventos/58770";"REQ 83/2019 CLP";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2217769"
"58781";"https://dadosabertos.camara.leg.br/api/v2/eventos/58781";"REQ 75/2019 CESPO";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2229649"
"58782";"https://dadosabertos.camara.leg.br/api/v2/eventos/58782";"REQ 114/2019 CFT";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2228985"
"58783";"https://dadosabertos.camara.leg.br/api/v2/eventos/58783";"REQ 61/2019 CME";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2207553"
"58786";"https://dadosabertos.camara.leg.br/api/v2/eventos/58786";"REQ 157/2019 CAPADR";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2222542"
"58787";"https://dadosabertos.camara.leg.br/api/v2/eventos/58787";"REQ 121/2019 CME";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2227098"
"58788";"https://dadosabertos.camara.leg.br/api/v2/eventos/58788";"REQ 179/2019 CAPADR";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2227212"
"58788";"https://dadosabertos.camara.leg.br/api/v2/eventos/58788";"REQ 192/2019 CAPADR";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2230527"
"58790";"https://dadosabertos.camara.leg.br/api/v2/eventos/58790";"REQ 118/2019 CME";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2225897"
"58791";"https://dadosabertos.camara.leg.br/api/v2/eventos/58791";"REQ 145/2019 CDHM";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2221520"
"58794";"https://dadosabertos.camara.leg.br/api/v2/eventos/58794";"REQ 12/2019 PL109519";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2210193"
"58794";"https://dadosabertos.camara.leg.br/api/v2/eventos/58794";"REQ 7/2019 PL109519";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2210187"
"58794";"https://dadosabertos.camara.leg.br/api/v2/eventos/58794";"REQ 8/2019 PL109519";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2210188"
"58794";"https://dadosabertos.camara.leg.br/api/v2/eventos/58794";"REQ 9/2019 PL109519";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2210189"
"58796";"https://dadosabertos.camara.leg.br/api/v2/eventos/58796";"REQ 80/2019 CPD";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2229493"
"58797";"https://dadosabertos.camara.leg.br/api/v2/eventos/58797";"REQ 125/2019 CLP";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2228280"
"58800";"https://dadosabertos.camara.leg.br/api/v2/eventos/58800";"REQ 68/2019 CFFC";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2207544"
"58802";"https://dadosabertos.camara.leg.br/api/v2/eventos/58802";"REQ 105/2019 CFT";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2225916"
"58803";"https://dadosabertos.camara.leg.br/api/v2/eventos/58803";"REQ 180/2019 CDHM";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2229212"
"58806";"https://dadosabertos.camara.leg.br/api/v2/eventos/58806";"REQ 68/2019 CESPO";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2224144"
"58807";"https://dadosabertos.camara.leg.br/api/v2/eventos/58807";"REQ 116/2019 CE";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2198883"
"58808";"https://dadosabertos.camara.leg.br/api/v2/eventos/58808";"REQ 143/2019 CCTCI";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2228409"
"58811";"https://dadosabertos.camara.leg.br/api/v2/eventos/58811";"REQ 14/2019 PL804510";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2216407"
"58811";"https://dadosabertos.camara.leg.br/api/v2/eventos/58811";"REQ 13/2019 PL804510";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2216382"
"58811";"https://dadosabertos.camara.leg.br/api/v2/eventos/58811";"REQ 25/2019 PL804510";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2220595"
"58811";"https://dadosabertos.camara.leg.br/api/v2/eventos/58811";"REQ 48/2019 PL804510";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2226804"
"58811";"https://dadosabertos.camara.leg.br/api/v2/eventos/58811";"REQ 8/2019 PL804510";"https://dadosabertos.camara.leg.br/api/v2/proposicoes/2216055"
