"idEvento";"uriEvento";"idOrgao";"uriOrgao";"siglaOrgao"
"57582";"https://dadosabertos.camara.leg.br/api/v2/eventos/57582";"6066";"https://dadosabertos.camara.leg.br/api/v2/orgaos/6066";"CTUR"
"57636";"https://dadosabertos.camara.leg.br/api/v2/eventos/57636";"537871";"https://dadosabertos.camara.leg.br/api/v2/orgaos/537871";"CIDOSO"
"57638";"https://dadosabertos.camara.leg.br/api/v2/eventos/57638";"538625";"https://dadosabertos.camara.leg.br/api/v2/orgaos/538625";"PL326719"
"57665";"https://dadosabertos.camara.leg.br/api/v2/eventos/57665";"538344";"https://dadosabertos.camara.leg.br/api/v2/orgaos/538344";"PL804510"
"57691";"https://dadosabertos.camara.leg.br/api/v2/eventos/57691";"6855";"https://dadosabertos.camara.leg.br/api/v2/orgaos/6855";"CMO"
"57451";"https://dadosabertos.camara.leg.br/api/v2/eventos/57451";"537480";"https://dadosabertos.camara.leg.br/api/v2/orgaos/537480";"CPD"
"57621";"https://dadosabertos.camara.leg.br/api/v2/eventos/57621";"538430";"https://dadosabertos.camara.leg.br/api/v2/orgaos/538430";"PL10887"
"57642";"https://dadosabertos.camara.leg.br/api/v2/eventos/57642";"5438";"https://dadosabertos.camara.leg.br/api/v2/orgaos/5438";"CLP"
"57510";"https://dadosabertos.camara.leg.br/api/v2/eventos/57510";"538504";"https://dadosabertos.camara.leg.br/api/v2/orgaos/538504";"SUBRARAS"
"57601";"https://dadosabertos.camara.leg.br/api/v2/eventos/57601";"537871";"https://dadosabertos.camara.leg.br/api/v2/orgaos/537871";"CIDOSO"
"57137";"https://dadosabertos.camara.leg.br/api/v2/eventos/57137";"2009";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2009";"CE"
"57477";"https://dadosabertos.camara.leg.br/api/v2/eventos/57477";"6174";"https://dadosabertos.camara.leg.br/api/v2/orgaos/6174";"CMADS"
"57502";"https://dadosabertos.camara.leg.br/api/v2/eventos/57502";"2008";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2008";"CDEICS"
"57570";"https://dadosabertos.camara.leg.br/api/v2/eventos/57570";"538650";"https://dadosabertos.camara.leg.br/api/v2/orgaos/538650";"PL326119"
"57611";"https://dadosabertos.camara.leg.br/api/v2/eventos/57611";"2003";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2003";"CCJC"
"57309";"https://dadosabertos.camara.leg.br/api/v2/eventos/57309";"2002";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2002";"CCTCI"
"57454";"https://dadosabertos.camara.leg.br/api/v2/eventos/57454";"537480";"https://dadosabertos.camara.leg.br/api/v2/orgaos/537480";"CPD"
"57632";"https://dadosabertos.camara.leg.br/api/v2/eventos/57632";"2014";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2014";"CSSF"
"57553";"https://dadosabertos.camara.leg.br/api/v2/eventos/57553";"2015";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2015";"CTASP"
"57470";"https://dadosabertos.camara.leg.br/api/v2/eventos/57470";"538594";"https://dadosabertos.camara.leg.br/api/v2/orgaos/538594";"SUBMINER"
"57503";"https://dadosabertos.camara.leg.br/api/v2/eventos/57503";"538650";"https://dadosabertos.camara.leg.br/api/v2/orgaos/538650";"PL326119"
"57589";"https://dadosabertos.camara.leg.br/api/v2/eventos/57589";"6066";"https://dadosabertos.camara.leg.br/api/v2/orgaos/6066";"CTUR"
"57704";"https://dadosabertos.camara.leg.br/api/v2/eventos/57704";"2006";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2006";"CDU"
"57759";"https://dadosabertos.camara.leg.br/api/v2/eventos/57759";"536996";"https://dadosabertos.camara.leg.br/api/v2/orgaos/536996";"CCULT"
"57555";"https://dadosabertos.camara.leg.br/api/v2/eventos/57555";"538650";"https://dadosabertos.camara.leg.br/api/v2/orgaos/538650";"PL326119"
"57768";"https://dadosabertos.camara.leg.br/api/v2/eventos/57768";"538650";"https://dadosabertos.camara.leg.br/api/v2/orgaos/538650";"PL326119"
"57793";"https://dadosabertos.camara.leg.br/api/v2/eventos/57793";"538344";"https://dadosabertos.camara.leg.br/api/v2/orgaos/538344";"PL804510"
"57356";"https://dadosabertos.camara.leg.br/api/v2/eventos/57356";"2009";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2009";"CE"
"57418";"https://dadosabertos.camara.leg.br/api/v2/eventos/57418";"2002";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2002";"CCTCI"
"57559";"https://dadosabertos.camara.leg.br/api/v2/eventos/57559";"2012";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2012";"CME"
"57690";"https://dadosabertos.camara.leg.br/api/v2/eventos/57690";"538546";"https://dadosabertos.camara.leg.br/api/v2/orgaos/538546";"PL164619"
"57590";"https://dadosabertos.camara.leg.br/api/v2/eventos/57590";"6066";"https://dadosabertos.camara.leg.br/api/v2/orgaos/6066";"CTUR"
"57645";"https://dadosabertos.camara.leg.br/api/v2/eventos/57645";"6174";"https://dadosabertos.camara.leg.br/api/v2/orgaos/6174";"CMADS"
"57208";"https://dadosabertos.camara.leg.br/api/v2/eventos/57208";"2015";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2015";"CTASP"
"57633";"https://dadosabertos.camara.leg.br/api/v2/eventos/57633";"2014";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2014";"CSSF"
"57701";"https://dadosabertos.camara.leg.br/api/v2/eventos/57701";"538669";"https://dadosabertos.camara.leg.br/api/v2/orgaos/538669";"PEC02419"
"57721";"https://dadosabertos.camara.leg.br/api/v2/eventos/57721";"2003";"https://dadosabertos.camara.leg.br/api/v2/orgaos/2003";"CCJC"
"57760";"https://dadosabertos.camara.leg.br/api/v2/eventos/57760";"538471";"https://dadosabertos.camara.leg.br/api/v2/orgaos/538471";"GTPENAL"
"57220";"https://dadosabertos.camara.leg.br/api/v2/eventos/57220";"537236";"https://dadosabertos.camara.leg.br/api/v2/orgaos/537236";"CESPO"
"57486";"https://dadosabertos.camara.leg.br/api/v2/eventos/57486";"538315";"https://dadosabertos.camara.leg.br/api/v2/orgaos/538315";"PL351515"
"57499";"https://dadosabertos.camara.leg.br/api/v2/eventos/57499";"538364";"https://dadosabertos.camara.leg.br/api/v2/orgaos/538364";"CEXFEMIN"
"57708";"https://dadosabertos.camara.leg.br/api/v2/eventos/57708";"538606";"https://dadosabertos.camara.leg.br/api/v2/orgaos/538606";"PEC04519"
